episode,loss,rewards,adv
840,12.23,193.90,60.4269
841,20.15,99.59,39.2065
842,23.37,267.91,81.1128
843,-0.03,10.14,32.6063
844,20.44,107.16,45.2782
845,19.89,107.65,45.6188
846,23.32,118.69,35.9977
847,24.31,151.20,54.4072
848,24.38,173.26,69.1609
849,1.63,27.04,33.2428
850,21.38,107.77,33.2761
851,0.24,-0.87,22.4170
852,-1.15,-3.33,21.7284
853,-4.49,-47.33,8.2895
854,-1.14,-2.22,25.1523
855,-0.66,12.33,30.7650
856,1.02,6.81,20.8696
857,23.91,163.27,60.5504
858,0.07,-9.34,3.3772
859,-1.18,0.82,21.5161
860,-0.47,-0.20,26.0752
861,3.14,41.53,29.8078
862,-2.94,-27.18,16.0171
863,-1.88,2.71,37.9275
864,0.29,24.60,36.5540
865,1.28,30.22,33.3295
866,16.43,101.75,45.4846
867,-2.54,-22.53,15.6047
868,-0.36,-8.96,9.8489
869,-1.44,-11.83,15.9383
870,0.79,27.90,33.2696
871,-0.21,2.03,22.2454
872,1.27,28.21,27.1585
873,17.56,89.36,35.7244
874,5.21,67.61,35.9027
875,0.17,-2.43,24.4136
876,-1.94,0.07,30.9639
877,-2.88,-19.61,14.1981
878,-2.23,-34.00,5.4649
879,25.05,248.26,44.0147
880,4.66,74.05,40.7013
881,2.96,38.87,29.2863
882,-3.15,-36.61,6.2278
883,-6.06,-61.51,8.6891
884,-0.89,-14.57,8.9211
885,1.40,58.12,56.1729
886,-4.34,-54.50,2.4298
887,-2.12,-29.39,9.1861
888,15.70,70.06,23.0983
889,-3.76,-48.72,-0.0264
890,-2.40,-27.82,5.8915
891,2.04,44.55,34.6805
892,22.55,167.15,56.3890
893,1.48,17.08,18.2546
894,18.36,90.79,26.4149
895,-4.60,-59.88,5.0947
896,-0.74,1.86,20.4047
897,-0.55,-23.65,-2.0113
898,-2.10,17.22,43.2689
899,-4.97,-28.69,27.1260
900,-4.11,-54.74,-0.2036
901,2.05,73.98,54.5261
902,-5.43,-63.34,2.3818
903,3.12,57.97,38.0846
904,21.51,137.09,36.9793
905,17.01,90.67,32.2873
906,14.59,189.45,57.6339
907,18.60,175.21,26.2035
908,-1.01,18.56,40.1383
909,-0.70,9.57,35.0605
910,18.63,94.64,25.5744
911,20.11,130.03,39.2356
912,-0.19,15.62,35.8014
913,16.27,75.02,14.6834
914,16.87,113.59,51.5987
915,15.18,87.28,35.5718
916,18.44,116.77,33.1240
917,19.47,177.98,84.6738
918,17.25,90.38,15.5673
919,2.78,47.12,36.9952
920,11.89,68.19,29.9751
921,18.49,154.71,72.1543
922,17.48,135.98,54.1429
923,17.02,124.03,35.3486
924,-2.35,14.40,49.9565
925,14.34,121.46,64.6925
926,14.16,93.21,32.8214
927,-3.82,-2.05,32.0468
928,18.09,105.07,21.8803
929,16.57,116.76,40.5435
930,13.76,105.36,43.8136
931,-2.00,12.03,46.4320
932,14.01,106.76,62.4678
933,18.51,135.31,40.8940
934,17.76,134.63,44.5039
935,14.87,119.34,37.2093
936,13.71,70.41,21.8971
937,-2.84,-14.03,26.2602
938,16.52,127.03,40.7115
939,-3.94,6.81,53.8390
940,14.08,87.10,26.2206
941,16.77,125.51,38.0179
942,16.13,123.79,40.8516
943,18.38,153.58,42.7564
944,12.14,88.35,50.2361
945,16.18,160.93,69.3301
946,9.11,49.16,27.8999
947,14.51,125.53,50.0128
948,16.33,167.94,33.3397
949,2.06,32.46,27.0235
950,15.21,143.10,56.9160
951,16.13,117.54,35.9468
952,-1.62,16.85,44.1643
953,12.42,86.88,44.2268
954,15.14,133.40,54.0936
955,7.18,28.05,23.5540
956,-1.12,8.85,31.4190
957,11.12,77.72,31.1849
958,-2.14,21.06,43.8920
959,10.53,51.86,12.8031
960,9.86,39.91,8.4351
961,-8.16,-55.72,41.0706
962,-5.30,-49.82,16.5747
963,-11.15,-64.60,44.8850
964,-4.50,-32.26,24.1476
965,5.37,3.05,12.8419
966,3.72,-19.02,8.4981
967,-7.02,-37.37,34.7079
968,-8.09,-48.91,32.9790
969,5.26,22.06,35.4737
970,6.24,26.63,14.8998
971,5.61,26.88,25.4900
972,5.07,31.48,52.6838
973,11.94,93.82,41.8565
974,9.19,60.75,33.6440
975,-15.13,-137.29,31.3537
976,6.96,46.15,23.5343
977,1.50,15.62,53.3140
978,-10.15,-107.15,2.9898
979,5.53,66.56,44.9227
980,-16.91,-174.95,3.4394
981,6.94,18.52,8.7549
982,-4.54,-69.99,17.7177
983,-4.27,-68.60,18.2851
984,-2.22,-52.17,20.8641
985,-17.93,-185.78,13.4728
986,-5.37,-59.09,26.9781
987,-4.35,-60.32,23.4195
988,-6.17,-60.88,16.9588
989,-9.21,-97.70,20.8226
990,-5.34,-48.76,27.2882
991,-4.99,-48.50,27.6845
992,-4.19,-53.42,15.4311
993,-4.78,-85.14,-11.5802
994,-5.45,-69.14,5.8880
995,-5.45,-65.04,10.6201
996,-6.33,-45.56,32.0642
997,-5.96,-28.12,46.0768
998,-5.84,-40.63,35.8300
999,-3.86,-79.56,-11.8774
1000,-3.18,-43.05,17.7705
1001,8.63,114.34,22.7163
1002,-0.74,-2.79,35.4095
1003,-3.60,-68.95,-3.1397
1004,0.14,33.23,50.1438
1005,10.51,60.10,2.4031
1006,6.59,43.00,26.2328
1007,7.85,147.73,42.9901
1008,8.01,90.80,41.9829
1009,9.49,78.59,33.1219
1010,6.11,43.40,30.9817
1011,-3.95,-41.72,9.5718
1012,6.32,39.15,24.1808
1013,9.27,61.24,25.3341
1014,7.44,73.27,46.4989
1015,12.09,98.58,33.8254
1016,12.61,105.69,29.4475
1017,-0.29,8.52,26.1464
1018,10.12,88.03,36.6143
1019,11.25,87.86,23.8260
1020,9.86,83.31,30.9287
1021,13.30,136.10,50.9376
1022,8.63,72.95,31.7729
1023,-4.03,-25.21,29.5900
1024,12.83,137.85,56.8707
1025,11.06,74.45,14.2188
1026,13.49,112.17,22.3884
1027,11.29,109.30,43.0125
1028,11.07,104.45,40.6075
1029,14.08,123.23,28.1381
1030,14.58,132.61,35.1425
1031,13.07,121.84,29.4490
1032,12.19,131.56,48.4735
1033,13.18,129.68,39.6261
1034,14.15,183.68,80.2837
1035,13.40,124.46,28.7349
1036,14.73,151.32,37.8641
1037,7.50,77.61,29.7875
1038,0.91,70.34,60.2752
1039,12.08,131.73,49.1231
1040,10.01,157.18,27.8872
1041,13.06,108.73,18.3989
1042,12.67,142.97,50.3677
1043,11.95,120.54,32.5945
1044,10.06,100.45,30.1601
1045,12.57,163.26,61.7152
1046,8.83,100.21,48.5919
1047,11.10,100.78,25.3949
1048,9.28,99.58,37.5566
1049,5.21,68.13,36.0777
1050,10.33,100.52,18.9482
1051,7.71,79.30,34.8898
1052,10.53,125.48,48.1755
1053,10.47,105.29,32.5979
1054,9.13,108.92,38.4706
1055,11.94,204.95,46.8973
1056,7.03,99.62,46.2662
1057,9.07,98.36,24.1801
1058,7.01,115.15,62.6089
1059,4.96,55.90,22.6706
1060,5.34,66.30,28.5522
1061,7.27,108.26,41.5561
1062,5.79,71.16,22.8598
1063,5.36,59.36,17.6331
1064,1.91,50.42,39.9237
1065,4.29,79.64,40.4558
1066,5.71,66.55,22.0737
1067,3.65,46.82,17.3333
1068,7.42,84.61,16.0102
1069,6.82,69.71,8.1319
1070,7.85,120.29,33.9857
1071,-5.67,-26.02,22.8495
1072,5.22,119.48,68.7931
1073,8.88,123.77,40.9027
1074,6.78,126.52,55.4889
1075,9.22,124.14,33.3493
1076,14.99,235.71,39.0889
1077,10.21,152.15,40.3681
1078,7.94,131.70,46.3301
1079,8.16,135.39,39.9148
1080,6.94,103.30,27.8563
1081,10.34,157.88,44.6131
1082,8.42,125.76,33.2170
1083,6.82,90.18,18.9818
1084,10.16,155.68,45.1909
1085,8.00,150.47,58.7941
1086,11.11,165.50,45.8530
1087,7.25,108.28,26.2494
1088,8.47,134.34,40.6920
1089,9.24,164.48,58.4194
1090,8.05,132.12,41.2380
1091,6.94,130.28,45.2822
1092,5.82,78.68,13.8282
1093,9.49,156.20,40.6606
1094,6.67,107.98,31.2558
1095,9.42,138.58,32.8799
1096,6.76,123.41,36.6949
1097,6.69,101.23,12.8142
1098,6.73,150.41,57.9399
1099,7.11,146.85,51.0148
1100,7.21,173.54,66.1236
1101,6.35,107.26,26.8835
1102,8.73,153.00,43.4560
1103,9.35,168.45,48.4050
1104,6.15,110.33,35.3864
1105,6.81,161.46,74.3519
1106,9.96,162.25,47.3451
1107,8.47,175.85,60.6669
1108,6.74,143.86,55.3562
1109,7.41,136.12,39.2995
1110,8.20,153.37,50.2985
1111,8.68,158.41,46.4808
1112,-0.31,34.68,30.9394
1113,9.91,176.13,48.3451
1114,0.71,47.63,40.4125
1115,6.67,130.42,39.9233
1116,4.02,147.34,68.8961
1117,8.54,170.74,48.8019
1118,1.42,44.28,26.8770
1119,0.34,59.57,50.4048
1120,-0.72,24.01,19.2455
1121,7.34,126.58,31.6279
1122,-1.23,17.41,20.9569
1123,-1.48,33.95,37.7501
1124,-1.62,51.57,53.8611
1125,1.60,27.70,9.8624
1126,-0.75,24.86,18.8886
1127,-4.04,-24.05,4.7830
1128,-2.37,-16.27,5.8299
1129,6.91,115.86,26.9133
1130,8.72,192.26,31.6013
1131,3.62,109.81,59.0391
1132,8.84,157.03,41.7072
1133,10.91,225.78,52.2844
1134,-4.00,-8.71,27.3581
1135,-2.79,-14.57,6.7366
1136,8.77,158.57,37.9884
1137,11.42,207.06,40.7594
1138,-3.21,-33.56,9.0177
1139,6.02,106.03,38.2575
1140,7.12,141.50,38.5880
1141,6.05,122.43,40.2256
1142,3.08,57.67,17.6858
1143,-0.08,5.84,2.6125
1144,2.45,123.83,69.8152
1145,-2.73,-4.78,10.2355
1146,-1.05,14.15,21.7693
1147,3.81,133.42,72.7852
1148,3.77,66.96,19.5404
1149,-0.15,-3.38,-6.9933
1150,1.25,36.22,16.7843
1151,-3.19,-4.51,5.7330
1152,0.02,9.00,3.7397
1153,-2.03,-3.00,19.3728
1154,3.29,61.24,20.2101
1155,-1.35,1.80,2.8345
1156,-0.82,29.99,29.4732
1157,1.32,18.88,0.2278
1158,1.54,27.86,12.1933
1159,-1.57,-38.11,-27.4410
1160,-1.22,32.66,25.8696
1161,0.36,33.92,21.1080
1162,-0.94,-13.07,-13.1574
1163,-1.83,1.15,12.5863
1164,-3.05,14.85,42.0244
1165,1.78,62.22,24.9671
1166,1.41,18.09,-3.8486
1167,7.85,162.28,44.5283
1168,5.32,103.18,36.1963
1169,-3.91,-2.95,25.1735
1170,6.36,156.42,61.8776
1171,9.88,156.31,38.3688
1172,6.26,148.55,54.0716
1173,7.77,140.58,40.6883
1174,10.61,170.91,49.1705
1175,6.90,116.24,37.6810
1176,8.58,150.46,43.5327
1177,8.75,191.74,72.2360
1178,-4.50,2.45,25.8410
1179,6.27,178.17,76.2300
1180,5.94,97.61,27.8049
1181,8.92,169.87,65.0132
1182,8.28,136.71,38.8355
1183,1.89,48.06,15.8336
1184,8.50,140.98,39.3017
1185,5.67,99.65,24.4272
1186,7.76,134.91,35.7215
1187,7.52,126.95,33.3048
1188,0.37,44.85,23.5390
1189,8.98,164.75,39.5689
1190,1.05,64.20,44.6487
1191,5.90,137.36,58.6614
1192,10.58,223.67,64.2397
1193,7.19,131.87,39.6715
1194,6.14,141.88,55.2484
1195,7.36,120.32,28.5244
1196,9.27,160.39,39.7328
1197,6.52,125.77,34.2793
1198,10.98,185.82,44.4187
1199,0.49,44.57,26.9150
1200,6.13,109.53,23.9649
1201,6.71,154.78,56.1372
1202,6.29,150.93,51.0430
1203,1.24,66.47,34.9568
1204,2.30,48.34,18.9676
1205,5.00,143.76,51.3271
1206,7.18,163.39,54.1161
1207,6.49,112.04,22.3611
1208,-0.62,65.31,40.6028
1209,5.70,169.33,66.3008
1210,7.62,137.66,28.5098
1211,6.25,134.93,47.2964
1212,9.16,163.46,38.3715
1213,5.76,142.60,49.3412
1214,5.48,121.51,32.5632
1215,7.45,163.28,48.4501
1216,5.24,144.90,56.2264
1217,5.24,168.10,65.9877
1218,4.97,98.62,16.8541
1219,4.21,134.58,56.1079
1220,9.17,163.18,35.0435
1221,6.60,174.37,66.3382
1222,6.79,132.39,28.0724
1223,5.95,106.70,13.1916
1224,5.10,98.92,14.0208
1225,0.50,48.25,28.5548
1226,6.11,147.06,37.8776
1227,1.11,59.37,17.4001
1228,8.82,171.65,40.0196
1229,7.12,157.97,40.8803
1230,2.88,75.98,11.5107
1231,6.62,121.70,21.4955
1232,7.18,159.57,46.9709
1233,6.82,154.45,42.3493
1234,5.65,100.97,14.4838
1235,-1.85,35.97,31.8473
1236,-2.30,28.76,30.3507
1237,7.73,149.53,40.0666
1238,2.75,105.53,40.6389
1239,0.33,30.35,3.9412
1240,8.59,147.66,34.3623
1241,6.40,126.84,30.3346
1242,8.52,160.57,44.3852
1243,6.67,134.02,31.1721
1244,6.41,139.70,33.2402
1245,7.05,153.92,48.6104
1246,7.62,136.16,40.4115
1247,-1.61,45.28,39.3074
1248,3.12,71.63,9.4562
1249,1.04,33.60,8.2392
1250,-3.46,27.93,35.9774
1251,5.86,128.19,42.0358
1252,7.29,150.30,31.8141
1253,0.08,47.41,24.2539
1254,6.94,119.65,19.5804
1255,6.58,146.28,41.5713
1256,7.09,181.01,65.7339
1257,0.35,66.04,40.3529
1258,8.11,139.52,34.2272
1259,5.70,144.11,49.6887
1260,-0.58,43.77,24.9800
1261,5.85,180.89,72.1422
1262,-0.93,19.96,3.4845
1263,7.43,155.43,51.4431
1264,6.14,123.09,38.5211
1265,9.64,159.79,30.3123
1266,5.99,123.14,28.1930
1267,13.16,245.86,45.6188
1268,9.29,177.94,47.6438
1269,6.84,142.20,44.3194
1270,6.49,102.63,9.1067
1271,7.43,172.84,44.4133
1272,8.43,140.06,33.5835
1273,-1.09,48.09,20.8492
1274,5.69,173.39,68.7663
1275,0.17,47.60,20.5522
1276,0.98,77.20,35.4136
1277,4.70,137.24,54.8325
1278,-3.01,5.72,4.7021
1279,0.51,49.33,19.2829
1280,8.89,163.67,46.0144
1281,6.58,126.13,36.8739
1282,5.50,105.39,25.8619
1283,8.50,148.09,36.2140
1284,5.43,127.64,42.8668
1285,10.40,175.11,42.7035
1286,6.94,129.52,38.8951
1287,2.07,69.89,26.7919
1288,7.45,166.60,55.5141
1289,7.76,155.25,48.6650
1290,0.14,52.64,17.0991
1291,-1.37,32.75,16.0905
1292,7.84,123.55,20.5425
1293,7.53,148.35,51.5434
1294,-0.61,57.00,34.2079
1295,8.45,142.21,31.7740
1296,8.43,149.09,29.6451
1297,8.22,141.50,32.3934
1298,7.45,155.64,45.1610
1299,-0.12,64.21,31.0595
1300,-2.07,65.50,41.9080
1301,0.52,67.24,31.8327
1302,7.79,117.65,12.6358
1303,6.36,122.69,29.9830
1304,8.27,158.35,44.0245
1305,1.55,55.07,6.6062
1306,7.40,136.53,26.8851
1307,0.54,31.23,-4.7686
1308,7.94,161.19,47.7219
1309,10.53,155.84,23.4610
1310,8.40,133.85,22.6879
1311,7.87,167.93,41.1207
1312,5.18,113.05,19.4865
1313,6.35,129.48,23.1368
1314,5.59,124.04,28.1426
1315,6.87,131.97,26.3472
1316,8.19,170.40,42.0500
1317,4.86,122.76,32.4887
1318,7.64,181.25,44.9456
1319,5.46,110.22,12.8238
1320,5.33,135.94,36.1313
1321,2.85,72.89,-1.0634
1322,3.73,86.94,1.2512
1323,5.66,134.96,28.7466
1324,6.91,144.39,26.8434
1325,5.33,132.43,33.5852
1326,7.89,166.34,33.1757
1327,4.58,113.51,17.7670
1328,3.83,100.81,8.4302
1329,5.26,138.12,32.6105
1330,4.63,106.11,4.9095
1331,-4.55,12.77,17.3000
1332,4.38,136.05,36.0973
1333,8.67,173.35,24.6398
1334,5.80,153.12,37.2458
1335,4.88,107.51,10.7185
1336,5.44,110.95,10.7568
1337,6.25,136.64,20.1147
1338,5.20,114.19,8.3516
1339,4.28,149.86,49.7218
1340,-3.67,27.31,9.7710
1341,6.28,134.70,22.8233
1342,6.78,159.93,41.7551
1343,-5.37,47.13,41.4392
1344,7.03,159.63,29.5690
1345,5.70,159.25,51.7187
1346,5.87,174.57,56.9233
1347,7.04,154.32,39.6704
1348,5.87,140.42,37.0590
1349,0.56,79.54,29.1486
1350,4.11,126.26,30.5943
1351,-2.09,41.32,17.2811
1352,7.18,137.90,22.0012
1353,4.88,134.66,30.4752
1354,7.43,136.18,25.8909
1355,5.48,121.82,26.1141
1356,6.78,128.55,16.4738
1357,8.93,173.22,36.7321
1358,-1.53,81.62,44.0782
1359,8.11,178.15,42.6701
1360,6.62,181.83,62.0781
1361,-2.52,25.70,12.7071
1362,0.58,72.61,17.4502
1363,6.11,119.28,16.3449
1364,-0.79,53.29,10.0521
1365,5.35,137.15,24.6760
1366,-4.57,35.16,20.2870
1367,6.10,132.78,29.6953
1368,7.40,129.84,16.4121
1369,3.86,122.42,31.6498
1370,5.69,129.78,22.2007
1371,-6.94,25.91,34.3724
1372,6.35,127.34,23.1075
1373,7.86,123.12,8.7015
1374,-3.79,8.40,7.3070
1375,5.71,123.56,26.0970
1376,9.97,168.65,34.2381
1377,-7.75,-8.57,17.1856
1378,8.65,149.22,25.8332
1379,6.58,118.73,20.2611
1380,-5.40,-0.60,1.5634
1381,7.16,136.67,32.9122
1382,10.86,162.35,31.3450
1383,6.47,139.40,38.4562
1384,6.86,131.42,33.1025
1385,9.00,168.27,41.5158
1386,8.03,123.48,12.2071
1387,7.50,106.11,4.1046
1388,7.93,126.07,15.1661
1389,-0.93,59.83,15.7188
1390,7.51,168.92,51.9529
1391,10.36,160.22,27.2838
1392,6.79,88.82,-5.4124
1393,7.75,141.49,21.4294
1394,0.42,62.07,11.6586
1395,6.23,141.17,40.5149
1396,6.16,108.59,8.2087
1397,8.48,149.52,35.7864
1398,8.67,137.96,19.7602
1399,8.28,147.99,23.8990
1400,8.58,142.04,23.9353
1401,7.83,176.62,47.9548
1402,7.08,132.66,22.6350
1403,9.14,159.03,28.8924
1404,7.07,165.60,48.6211
1405,7.25,108.94,3.1289
1406,-6.74,19.88,21.9289
1407,6.52,131.47,17.3753
1408,6.35,132.55,25.1836
1409,7.32,178.34,45.1022
1410,-4.90,9.98,3.9753
1411,4.06,123.52,26.2004
1412,5.59,152.03,40.2591
1413,-4.83,11.02,6.8646
1414,-2.53,43.62,10.7273
1415,7.43,172.43,40.1379
1416,9.57,184.44,31.7698
1417,-2.90,49.54,21.7627
1418,-3.91,38.96,13.6648
1419,0.71,79.43,21.5095
1420,8.06,175.26,32.6344
1421,5.54,149.63,43.3457
1422,10.40,189.42,34.9286
1423,8.94,173.18,27.0972
1424,8.29,161.39,32.4540
1425,-3.16,60.65,31.1987
1426,6.13,152.84,46.9078
1427,6.99,154.98,44.8334
1428,8.23,134.80,16.8381
1429,8.58,148.50,19.4237
1430,10.44,254.45,28.2888
1431,5.81,110.62,7.0860
1432,7.83,135.72,18.4286
1433,6.13,141.78,31.2648
1434,6.63,130.64,21.8511
1435,7.26,148.25,20.7085
1436,4.36,136.87,31.8084
1437,2.62,100.11,18.2441
1438,3.48,138.66,38.8566
1439,5.39,122.77,8.6418
1440,5.15,146.95,32.3306
1441,3.54,149.45,51.4267
1442,5.44,133.73,24.1999
1443,4.50,137.22,24.5864
1444,2.73,114.62,25.7651
1445,-4.22,20.13,-3.3772
1446,6.49,227.02,46.1619
1447,-0.46,73.92,11.8366
1448,-0.97,42.60,-11.7193
1449,0.07,70.51,11.6765
1450,8.20,250.11,46.1627
1451,8.74,178.39,-4.0549
1452,1.66,124.27,25.5729
1453,8.81,220.01,16.7992
1454,0.80,104.23,18.0766
1455,-1.79,61.81,-9.7048
1456,-6.47,11.13,1.6311
1457,4.21,176.72,9.2397
1458,-1.29,56.37,6.3966
1459,-0.86,111.78,25.6228
1460,-1.42,47.61,0.8316
1461,-1.71,34.03,-2.8947
1462,-0.55,91.86,-3.2089
1463,-2.08,97.68,23.5044
1464,10.50,225.34,4.0306
1465,8.98,225.88,22.5099
1466,6.29,183.96,-8.0113
1467,-7.73,20.23,19.8772
1468,7.22,211.29,-7.7020
1469,-10.74,-26.51,0.8417
1470,5.08,231.01,39.9063
1471,-6.31,60.79,3.2877
1472,-3.03,17.57,-10.4271
1473,-5.95,96.06,28.4949
1474,4.86,212.92,24.3952
1475,-10.29,-13.19,2.2635
1476,1.96,201.27,2.0395
1477,0.31,166.32,18.5068
1478,-4.74,101.50,14.7268
1479,-7.16,17.48,2.9725
1480,3.47,170.45,-7.2045
1481,-8.90,-0.87,2.2899
1482,6.48,232.82,21.1042
1483,1.52,168.43,16.6323
1484,-8.70,76.87,13.0173
1485,9.56,227.78,10.4677
1486,-0.51,65.36,-4.2903
1487,-6.82,-2.55,-8.1308
1488,2.70,162.27,-9.1369
1489,-7.79,-1.98,5.3059
1490,-1.65,58.24,6.3234
1491,7.01,189.62,-2.2958
1492,4.27,150.80,24.4580
1493,8.54,243.69,35.9429
1494,-4.37,47.60,7.3996
1495,-4.46,118.00,20.9578
1496,-1.94,64.74,7.1434
1497,-0.47,55.16,1.4122
1498,5.35,213.46,4.6092
1499,-3.65,118.86,29.9116
1500,-6.18,5.29,-3.9890
1501,9.12,271.96,41.9345
1502,10.52,251.30,21.9076
1503,-2.52,112.76,15.4836
1504,6.49,235.12,42.9512
1505,-2.34,43.32,12.6104
1506,4.02,225.51,29.1550
1507,-1.70,19.94,-7.3764
1508,-7.87,-31.19,-11.2891
1509,7.23,236.56,28.7380
1510,5.84,215.01,9.6533
1511,8.54,255.09,37.3680
1512,7.49,257.97,27.8516
1513,-1.53,61.91,9.5887
1514,3.52,173.54,-5.1203
1515,-0.55,35.62,-8.5883
1516,-2.13,33.94,-2.6004
1517,-6.42,14.35,-1.1047
1518,-0.11,166.29,13.6581
1519,-4.15,23.83,12.2267
1520,-2.59,80.12,7.2965
1521,6.54,247.01,24.8958
1522,-2.08,53.35,1.2510
1523,2.47,199.98,8.3129
1524,6.80,196.60,-1.0310
1525,8.22,223.39,5.9291
1526,-1.38,68.97,8.6297
1527,4.25,203.94,17.2836
1528,-0.37,155.88,14.4368
1529,6.93,217.89,3.7297
1530,3.15,225.38,16.9167
1531,10.35,266.64,28.2348
1532,0.24,187.35,37.7221
1533,7.18,279.96,21.0563
1534,-1.31,138.91,-2.4177
1535,7.06,226.40,2.5304
1536,3.66,236.29,20.4183
1537,-1.66,63.04,9.5548
1538,-1.54,78.86,14.0560
1539,-1.11,55.55,2.9985
1540,-3.33,121.05,21.9153
1541,7.88,239.16,17.9749
1542,11.01,282.34,21.4125
1543,1.87,220.24,27.3077
1544,3.07,173.47,-6.0003
1545,-1.78,57.17,8.2676
1546,5.78,219.73,-5.9708
1547,5.11,221.21,4.6712
1548,-1.32,36.15,-15.3061
1549,6.47,249.44,17.9236
1550,6.72,235.91,2.4299
1551,4.30,233.80,10.8492
1552,8.06,243.82,16.1857
1553,7.18,251.94,11.1552
1554,-8.09,76.08,-0.5179
1555,-6.22,98.08,13.0690
1556,-3.89,-25.49,-38.8462
1557,-4.72,111.82,19.3845
1558,-7.81,21.09,-8.4055
1559,-0.72,194.76,8.3398
1560,-5.57,120.39,6.6703
1561,-4.22,114.74,0.1003
1562,-7.58,101.57,-5.8678
1563,-4.51,124.66,5.7270
1564,-1.00,57.07,-6.0780
1565,-7.64,166.50,34.2607
1566,-5.23,141.48,5.9279
1567,-3.51,49.09,-0.5090
1568,-4.62,133.12,10.0766
1569,-6.05,133.70,9.2452
1570,-4.50,106.15,-6.9166
1571,-3.81,5.31,-22.0448
1572,-7.63,-12.26,-4.0296
1573,0.57,147.28,24.6988
1574,-1.06,39.17,-13.4116
1575,6.79,228.18,9.6127
1576,-1.57,142.46,21.0391
1577,-0.16,129.36,10.1740
1578,-4.28,-7.82,-30.4458
1579,-0.58,139.91,31.3596
1580,-3.48,8.24,-18.8787
1581,1.11,110.56,-3.5277
1582,2.61,168.99,36.6234
1583,2.99,136.96,12.1578
1584,3.19,157.32,21.8557
1585,1.43,124.88,20.6793
1586,-5.18,-12.15,-11.5923
1587,1.04,132.18,27.1636
1588,-1.61,58.46,3.7804
1589,10.77,263.61,20.3273
1590,-0.39,38.05,-15.4599
1591,-1.40,46.68,-3.6950
1592,5.03,164.25,25.5754
1593,2.58,104.85,-5.3771
1594,1.20,92.23,6.8302
1595,-1.83,34.79,-11.2017
1596,-0.96,56.08,2.2572
1597,-3.28,34.14,2.9314
1598,3.51,102.10,5.6971
1599,4.20,127.20,14.3865
1600,3.65,128.62,28.2301
1601,-0.38,38.56,-15.2061
1602,-0.64,19.09,-22.4682
1603,-1.11,52.01,0.0737
1604,5.27,135.25,22.2077
1605,-2.36,2.98,-28.0741
1606,8.07,229.70,12.2281
1607,-1.79,45.98,8.1152
1608,7.91,144.32,13.4748
1609,6.80,140.95,28.9712
1610,6.40,184.14,47.5643
1611,8.04,151.44,20.2888
1612,-0.74,63.79,6.0352
1613,5.45,118.99,11.0917
1614,7.08,159.27,46.3807
1615,6.94,178.28,39.4490
1616,-0.98,35.44,-12.0610
1617,7.76,268.47,40.5899
1618,7.46,135.20,16.5445
1619,4.07,88.51,7.6420
1620,6.52,136.30,19.6911
1621,-1.63,31.15,-14.5957
1622,6.95,138.95,15.0290
1623,6.78,146.05,27.7552
1624,6.20,157.76,38.5353
1625,6.11,114.92,10.2473
1626,4.79,117.58,18.3848
1627,5.02,108.13,8.0945
1628,5.72,138.04,19.3341
1629,10.79,231.84,23.3905
1630,3.86,115.75,17.3910
1631,3.02,139.27,42.2939
1632,5.53,127.60,10.9036
1633,4.64,120.75,10.0468
1634,3.68,129.57,27.1127
1635,-3.63,5.81,-27.4401
1636,-1.92,28.21,-19.7751
1637,3.47,108.42,9.3821
1638,3.26,140.85,35.3127
1639,2.53,142.53,49.5327
1640,4.18,143.22,32.2570
1641,4.07,176.97,53.9633
1642,-0.44,73.85,9.1562
1643,4.52,146.16,19.5474
1644,3.22,106.20,10.5800
1645,-2.21,31.79,-13.4533
1646,8.24,227.96,14.1415
1647,4.89,139.37,21.1912
1648,5.74,131.64,11.8221
1649,3.92,104.97,0.8997
1650,-0.43,50.17,-9.2605
1651,-1.29,31.31,-17.0254
1652,3.02,138.00,39.9871
1653,7.78,251.71,27.4434
1654,-1.14,41.73,-10.3324
1655,2.17,99.52,3.1826
1656,9.10,252.78,31.1004
1657,5.81,177.21,-6.6217
1658,2.77,132.69,20.5900
1659,-4.91,-7.35,-29.5164
1660,3.14,134.88,13.0739
1661,6.74,235.94,14.0209
1662,-1.65,39.49,-6.0586
1663,0.82,112.70,14.3400
1664,3.26,207.79,13.3204
1665,-12.42,-4.14,17.2913
1666,1.70,156.38,37.4876
1667,-0.58,39.51,-21.2198
1668,-4.02,35.83,-4.5053
1669,-0.02,126.66,18.9210
1670,0.79,127.72,24.2828
1671,2.18,144.70,20.0260
1672,6.29,268.66,31.3022
1673,-1.34,112.34,29.2741
1674,1.02,146.16,35.5690
1675,-2.35,81.93,-0.3508
1676,0.20,119.93,13.6204
1677,2.50,142.68,15.1050
1678,-1.68,41.30,-11.3506
1679,-1.08,23.93,-26.6337
1680,2.95,141.65,10.4211
1681,-1.58,24.93,-29.3249
1682,2.79,121.93,-0.3647
1683,4.29,272.75,49.6549
1684,2.31,154.14,28.7830
1685,1.22,144.16,29.6045
1686,2.88,137.59,16.8524
1687,1.39,152.37,30.0360
1688,3.13,149.15,17.2947
1689,-1.79,30.05,-21.0603
1690,3.40,153.41,19.7948
1691,-3.02,41.72,-10.4509
1692,6.72,221.62,2.1821
1693,3.80,137.60,8.8230
1694,-0.99,27.34,-31.8059
1695,-1.13,54.79,-4.4387
1696,-2.71,-1.85,-38.9742
