episode,loss,rewards
1359,46.17,500.00
1360,46.00,500.00
1361,47.53,500.00
1362,46.86,500.00
1363,45.45,500.00
1364,45.71,500.00
1365,45.78,500.00
1366,44.26,500.00
1367,47.37,500.00
1368,47.29,500.00
1369,47.38,500.00
