episode,rewards,loss,l2_grad,max_grad
1517,7.53,-18.27,0.1486,2.2732
1518,17.27,3.73,0.1503,2.2009
1519,10.95,1.9,0.1366,1.5034
1520,12.63,13.26,0.0324,0.4678
1521,-37.84,7.58,0.0354,0.4839
1522,28.04,2.45,0.1591,1.8473
1523,62.43,14.72,0.0484,0.504
1524,27.61,14.77,0.0153,0.2566
1525,30.34,19.81,0.0288,0.3965
1526,-0.77,12.88,0.0342,0.4248
1527,-71.3,-24,0.0767,1.0109
1528,24.46,16.57,0.026,0.431
1529,-185.83,-46.04,0.1151,1.3536
1530,56.76,19.41,0.0439,0.4895
1531,-84.9,-16.05,0.0653,0.8881
1532,16.66,4.94,0.0534,0.8139
1533,-172.68,-39.23,0.1677,2.5969
1534,38.74,13.53,0.031,0.3732
1535,5.12,10.62,0.0455,0.6924
1536,-0.48,4.31,0.0491,0.7622
1537,51.32,20.23,0.0461,0.5024
1538,-31.71,3.58,0.04,0.5954
1539,14.25,14.7,0.0327,0.5043
1540,44.92,8.96,0.055,0.601
1541,-21.42,0.54,0.0608,0.9032
1542,36.81,19.74,0.023,0.3624
1543,54.74,31.65,0.1428,1.9364
1544,-30.26,0.51,0.0275,0.3193
1545,-117.23,-15.6,0.0476,0.739
1546,-73.65,-5.06,0.0305,0.3838
1547,-16.18,9.99,0.034,0.4392
1548,46.93,12.95,0.0293,0.3365
1549,66.05,20.82,0.0438,0.8651
1550,44.74,16.18,0.0305,0.3458
1551,53,19.88,0.0278,0.3947
1552,46.16,21.22,0.0407,0.5301
1553,63.45,23.96,0.0607,0.6503
1554,73.39,24.65,0.037,0.5487
1555,99.46,26.19,0.0627,0.7067
1556,48.24,23.21,0.0306,0.4214
1557,-15.27,2.91,0.0364,0.4488
1558,89.81,27.24,0.0385,0.505
1559,96.49,23.97,0.0511,0.6443
1560,86.08,29.81,0.0442,0.6403
1561,92.82,22.31,0.0508,0.6245
1562,56.23,27.23,0.0232,0.2659
1563,48.08,24.42,0.0583,0.6251
1564,36.33,14.63,0.0297,0.4135
1565,72.93,23.84,0.0505,0.5547
1566,44.19,23.28,0.0576,0.7972
1567,70.19,23.39,0.0284,0.3868
1568,78.28,29.23,0.0652,0.7382
1569,35.74,19.46,0.0396,0.5894
1570,60.11,24.38,0.2824,3.0821
1571,111.09,21.45,0.0666,0.9596
1572,102.79,26.56,0.0785,0.9136
1573,38.55,17.07,0.0234,0.3327
1574,33,17.83,0.0401,0.4606
1575,28.31,11.91,0.0256,0.3178
1576,102.97,26.52,0.0541,0.5879
1577,39.07,16.86,0.061,0.8094
1578,42.3,18.52,0.0543,0.5892
1579,45.85,24.36,0.2128,2.4797
1580,48.09,25.9,0.0268,0.5146
1581,-4.58,11.9,0.0133,0.2337
1582,57.05,13.74,0.0644,0.6301
1583,48.18,19.38,0.0217,0.2978
1584,73.35,18.12,0.0553,0.7478
1585,-28.66,-26.86,0.089,1.2382
1586,39.08,9.84,0.0479,0.5858
1587,26.35,8.17,0.036,0.4601
1588,29.66,14.46,0.029,0.4468
1589,104.46,20.57,0.0236,0.3286
1590,78.99,24.01,0.0307,0.4792
1591,1.24,-3.41,0.2099,3.0828
1592,35.68,17.79,0.0424,0.585
1593,71.32,20.58,0.0538,0.6387
1594,32.58,19.89,0.0363,0.4658
1595,65.12,18.85,0.0305,0.3901
1596,-53.16,-5.97,0.0207,0.2829
1597,44.86,6.67,0.0681,0.6931
1598,-9.37,3.69,0.0331,0.3703
1599,0.98,3.36,0.0456,0.7123
1600,32.12,14.49,0.0164,0.2367
1601,89.89,21.43,0.0453,0.4979
1602,39.26,10.6,0.0478,0.7436
1603,-63.68,-10.08,0.052,0.6556
1604,18.06,6.66,0.0351,0.4985
1605,117.96,24.87,0.0651,0.6913
1606,32.78,14.64,0.0732,1.0161
1607,94.1,20.86,0.0344,0.4164
1608,99.98,16.33,0.0411,0.6775
1609,21.14,10.08,0.0321,0.439
1610,74.31,23.04,0.0267,0.3392
1611,90.01,19.33,0.0329,0.4993
1612,42.91,13.1,0.0556,0.6963
1613,63.61,14.42,0.0748,0.8658
1614,14.56,10.46,0.055,0.9315
1615,-21.35,4.53,0.0249,0.3548
1616,41.59,12.14,0.0288,0.3245
1617,48.34,11.61,0.0228,0.2693
1618,63.13,7.11,0.0528,0.6627
1619,83.94,21.35,0.0337,0.4157
1620,3.84,-7.33,0.1691,2.3877
1621,105.53,20.85,0.0632,0.6554
1622,73.39,20.48,0.059,0.7109
1623,72.45,14.3,0.0469,0.5451
1624,60.66,26.53,0.0543,0.6746
1625,89.57,26.47,0.0684,1.0441
1626,59.18,13.84,0.0964,1.2292
1627,57.82,19.75,0.0261,0.3221
1628,-20.37,-7.7,0.083,1.289
1629,106.26,27.31,0.0764,1.0401
1630,11.75,-3.19,0.0711,1.097
1631,69.55,16.75,0.0513,0.6493
1632,56.23,7.96,0.0572,0.6395
1633,0.92,9.59,0.0307,0.445
1634,56.25,16.92,0.0559,0.9084
1635,61.75,30,0.0778,1.0275
1636,37.99,13.56,0.0283,0.3297
1637,16.36,11.29,0.0317,0.392
1638,47.62,13.09,0.0352,0.4599
1639,-11.81,3.84,0.0611,0.8604
1640,54.7,14.58,0.0287,0.3589
1641,22.22,10.21,0.0305,0.4214
1642,35.47,11.19,0.0346,0.4761
1643,1.01,10.01,0.0317,0.4166
1644,80.83,23.48,0.0304,0.5313
1645,69.65,18.21,0.0187,0.2855
1646,98.1,22.73,0.0626,0.8928
1647,10.59,-5.31,0.1101,1.5988
1648,59.77,12.94,0.0809,0.9916
1649,63,18.08,0.1046,1.3607
1650,97.47,21.13,0.0633,0.8355
1651,122.65,26.9,0.0496,0.4932
1652,87.27,23.14,0.0747,0.9819
1653,89.84,20.89,0.0536,0.7944
1654,88.55,30.72,0.0586,0.8241
1655,-6.61,-16.03,0.1204,1.9213
1656,93.99,26.86,0.0318,0.4673
1657,142.07,30.73,0.0939,1.364
1658,5.44,-6.86,0.119,1.9242
1659,3.28,5.23,0.0221,0.3544
1660,70.74,26.63,0.0326,0.3442
1661,-279.68,-99.3,0.4723,6.8818
1662,107.51,24.9,0.0576,0.6847
1663,65.75,12.18,0.053,0.6008
1664,4.48,9.09,0.0144,0.1558
1665,-2.93,-12.87,0.2932,3.2144
1666,112,33.17,0.0446,0.8046
1667,-33.26,-25.08,0.1203,1.0446
1668,10.7,7.8,0.0707,1.1933
1669,-14.37,-3.87,0.1042,1.1733
1670,103.6,28.42,0.0371,0.3872
1671,56.11,19.32,0.1484,1.5939
1672,-34.1,-21.79,0.1067,1.0809
1673,70.9,23.63,0.0654,0.9628
1674,99.41,27.06,0.0283,0.3295
1675,137.16,29.87,0.032,0.561
1676,116.69,28.41,0.0813,0.9381
1677,55.47,35.91,0.0954,0.9098
1678,103.05,22.9,0.0994,1.1839
1679,130.05,33.1,0.0232,0.2861
1680,18.57,14.73,0.0632,0.7842
1681,53,36.33,0.3606,4.1304
1682,60.49,22.64,0.0398,0.5219
1683,106.85,29.3,0.0785,0.9097
1684,141.24,32.73,0.1103,1.3243
1685,116.17,22.54,0.0619,0.7498
1686,122.34,23.68,0.0672,0.9174
1687,125.09,30.85,0.0405,0.6461
1688,48.94,22.26,0.1876,2.1076
1689,123.79,31.42,0.0764,1.0125
1690,12.15,1.96,0.1478,1.8493
1691,68.84,20.35,0.0212,0.3312
1692,-10.83,-28.4,0.19,2.4294
1693,116.08,24.56,0.0426,0.4283
1694,-29.9,-45.68,0.157,2.1288
1695,9.01,-10.18,0.3028,4.9384
1696,140.8,31.29,0.0713,1.0277
1697,37.26,13.1,0.0335,0.4032
1698,51.61,25.6,0.1361,1.9176
1699,74.88,18.13,0.0347,0.4579
1700,95.28,17.46,0.0384,0.5012
1701,75.7,22.41,0.0344,0.4958
1702,17.67,0.8,0.2187,2.6483
1703,133.99,30.16,0.0598,0.7925
1704,90.32,18.57,0.0339,0.3944
1705,51,18.42,0.045,0.5643
1706,61.13,18.73,0.0214,0.2394
1707,-93.37,-32.07,0.1087,2.27
1708,70.81,17.36,0.0332,0.4282
1709,66.22,17.66,0.0489,0.5778
1710,89.24,20.75,0.0334,0.41
1711,135,29.88,0.0658,0.7921
1712,88.73,14.32,0.0352,0.5169
1713,44.61,7.62,0.0539,0.8538
1714,74.26,13.9,0.029,0.3498
1715,42.68,5.17,0.0198,0.2601
1716,111.32,25.24,0.0714,0.9594
1717,44.32,9.22,0.0372,0.5194
1718,83.53,9.42,0.0322,0.4016
1719,58.87,10.85,0.0517,0.6581
1720,38.62,10.96,0.1523,1.9281
1721,13.66,2.37,0.0536,0.6193
1722,115.51,23.83,0.0908,1.2971
1723,97.28,14.47,0.0407,0.4659
1724,68.75,17.22,0.0637,0.8934
1725,94.87,24.7,0.0504,0.6443
1726,54.55,11.85,0.0476,0.5872
1727,94.96,19.11,0.0327,0.4575
1728,49.96,11.12,0.0758,0.9032
1729,100.03,16.89,0.0173,0.2335
1730,5.3,-10.13,0.0644,0.858
1731,90.83,19.69,0.0344,0.4388
1732,88.12,17.17,0.0565,0.7516
1733,-9.79,-3.94,0.1092,1.5134
1734,118.06,20.78,0.0333,0.3985
1735,28.46,-1.11,0.1341,1.9119
1736,19.65,-2.9,0.0891,0.9877
1737,116.28,24.26,0.0757,1.1712
1738,127.37,18.34,0.0755,1.0973
1739,112.48,23.85,0.0647,0.9103
1740,122.68,20.92,0.0717,0.9379
1741,75.57,18.12,0.0288,0.3373
1742,94.96,19.8,0.0478,0.6213
1743,15.33,4.03,0.0874,1.3742
1744,121.65,26.31,0.0775,0.873
1745,119.03,29.93,0.0621,1.0109
1746,101.84,15.53,0.0364,0.4408
1747,17.07,-16.55,0.2028,2.7488
1748,12.09,3.07,0.0261,0.3544
1749,139.32,30.32,0.0507,0.7286
1750,37.86,11.94,0.0536,0.6418
1751,58.63,16,0.0417,0.5518
1752,51.21,10.83,0.0291,0.3062
1753,117.53,21.23,0.087,1.0564
1754,53.67,15.53,0.0316,0.5343
1755,81.49,17.92,0.0497,0.6414
1756,113.29,25.09,0.0717,0.9086
1757,104.71,25.05,0.0628,0.84
1758,123.43,22.31,0.0471,0.5202
1759,91.52,17.41,0.1082,1.2749
1760,70.82,13.14,0.0238,0.2552
1761,116.78,18.83,0.0278,0.4631
1762,135.21,22.45,0.0667,0.732
1763,111.84,18.72,0.0313,0.4053
1764,126.7,30.17,0.0688,1.0313
1765,55,10.41,0.0128,0.2079
1766,103,21.05,0.0711,0.8864
1767,17.42,-3.82,0.0844,0.8717
1768,57.27,12.85,0.0476,0.5796
1769,134.4,22.74,0.0625,0.8381
1770,138.3,24.82,0.0409,0.4821
1771,40.32,10.1,0.0212,0.2667
1772,92.05,16.43,0.0783,0.9007
1773,85.23,24.35,0.0608,0.6411
1774,47.97,-5.27,0.1979,2.0337
1775,114.32,21.79,0.0585,0.6249
1776,142.78,20.47,0.0549,0.7971
1777,118.05,24.12,0.0193,0.2915
1778,71.39,16.16,0.0722,0.7925
1779,119.47,23.34,0.0933,0.8744
1780,132.14,23.42,0.0697,0.8501
1781,52.77,2.7,0.197,2.5473
1782,89.18,23.45,0.0332,0.4036
1783,105.96,18.54,0.0213,0.2979
1784,62.63,19.35,0.0566,0.9083
1785,52.06,11.71,0.0544,0.6206
1786,137.89,21.36,0.0472,0.8221
1787,82.76,16.16,0.0642,0.8084
1788,101.79,17.35,0.0502,0.7456
1789,48.62,11.69,0.0324,0.417
1790,150.6,27.22,0.0794,1.1836
1791,113.2,22.98,0.052,0.8508
1792,121.75,20.94,0.0669,0.7077
1793,94.15,17.37,0.0408,0.5721
1794,103.89,20.33,0.0276,0.3183
1795,141.68,20.12,0.0803,1.0246
1796,77.84,13.28,0.0282,0.3176
1797,74.76,13.14,0.0343,0.3883
1798,38.23,-12.29,0.0869,1.57
1799,67.27,13.36,0.0389,0.4493
1800,60.82,14.22,0.065,0.9451
1801,28.61,8.89,0.0238,0.3442
1802,90.25,18.49,0.0475,0.4972
1803,118.81,17.76,0.0372,0.5206
1804,44.82,6.42,0.1739,2.1024
1805,11,2.87,0.0859,1.1137
1806,7.8,-13.59,0.1543,1.8896
1807,13.99,8.09,0.0949,1.1357
1808,78.45,26.91,0.1548,1.911
1809,7.94,4.74,0.1974,2.8279
1810,92.06,19.32,0.072,1.0878
1811,91.13,18.61,0.0636,0.7656
1812,101.75,20.74,0.0364,0.4801
1813,45.93,22.63,0.082,0.7907
1814,100.65,19.95,0.043,0.4276
1815,102.77,17.96,0.0299,0.3131
1816,122.63,18.22,0.1172,1.5334
1817,40.46,16.01,0.1231,1.3089
1818,85.49,10.08,0.0415,0.4542
1819,48.84,10.89,0.0476,0.4877
1820,69.01,9.62,0.3093,4.7097
1821,-13.56,-6.62,0.049,0.5908
1822,83.44,14.92,0.0912,1.1706
1823,80.75,12.03,0.0586,0.7386
1824,121.07,21.63,0.0473,0.4943
1825,107.12,15.29,0.0431,0.3768
1826,128.13,19.87,0.0554,0.7335
1827,122.58,18.02,0.0287,0.3788
1828,46.37,-6.04,0.1528,1.5306
1829,54.42,11.51,0.0356,0.45
1830,66.16,15.77,0.0659,0.8225
1831,80.53,11.76,0.0575,0.7179
1832,65.94,12.3,0.1032,1.2159
1833,48.77,4.55,0.2155,2.7831
1834,92.33,14.23,0.0671,0.6836
1835,35.15,3.77,0.0382,0.5788
1836,97.07,14.12,0.041,0.4306
1837,81.85,22.79,0.0359,0.4439
1838,87.12,13.66,0.0708,0.8965
1839,93.02,15.52,0.0644,0.6433
1840,-159.34,-57.06,0.3221,3.7079
1841,36.54,6.64,0.0537,0.6779
1842,73.4,13.68,0.0385,0.7456
1843,66.04,8.89,0.0372,0.5908
1844,72.2,6.02,0.058,0.8405
1845,59.29,8.41,0.03,0.3567
1846,29.48,-1.66,0.0446,0.7725
1847,53.19,7.72,0.043,0.4681
1848,-62.19,-15.62,0.0469,0.6367
1849,36.38,4.91,0.0729,0.946
1850,43.26,-1.68,0.0301,0.4
1851,24.62,-1.99,0.0665,0.9318
1852,-30.07,-12.88,0.0919,1.645
1853,76.77,7.01,0.029,0.3213
1854,26.38,-1.61,0.0378,0.4336
1855,88.1,4.74,0.1162,1.3692
1856,46.83,3.99,0.0354,0.4497
1857,-167.14,-66.06,0.2675,3.3874
1858,-92.95,-20.78,0.0491,0.8076
1859,24.05,0.2,0.0333,0.3854
1860,98.88,15.24,0.0657,0.9869
1861,-10.34,-11.79,0.0559,0.7544
1862,15.12,-7.89,0.057,0.6874
1863,68.2,6.07,0.0304,0.3471
1864,57.54,11.73,0.0324,0.4497
1865,76.85,6.46,0.0553,0.7798
1866,-106.96,-18.05,0.0599,0.665
1867,23.46,0.24,0.0322,0.5347
1868,8.5,-6.13,0.0422,0.4044
1869,62.98,8.09,0.0379,0.4256
1870,-21.29,-11.61,0.0334,0.3612
1871,-48.41,-20.62,0.05,0.6842
1872,-18.5,-8.91,0.0466,0.5744
1873,-65.6,-25.94,0.04,0.4273
1874,35.03,5.58,0.0471,0.7207
1875,43.65,17.09,0.1824,2.1143
1876,-89.99,-22.15,0.0691,0.9722
1877,-233.68,-93.54,0.1543,1.9919
1878,-155.32,-89.09,0.2026,2.6691
1879,-282.63,-66.53,0.0922,1.135
1880,51.95,8.67,0.0437,0.8525
1881,29.11,-1.39,0.0279,0.3612
1882,-57.08,-23.97,0.0737,0.7976
1883,58.26,9.29,0.056,0.5864
1884,43.44,2.24,0.0568,0.757
1885,2.46,-7.33,0.0537,0.7518
1886,-22.43,-17.26,0.0452,0.5214
1887,48.84,6.36,0.0246,0.2727
1888,-46.65,-18.39,0.057,0.9323
1889,35.06,8.46,0.0251,0.316
1890,27,-2.82,0.2512,3.0994
1891,49.97,12.13,0.0362,0.3906
1892,47.98,3.74,0.0307,0.3772
1893,20.3,-3.41,0.0513,0.5532
1894,37.29,1.87,0.0484,0.6735
1895,97.43,14.99,0.0589,0.6294
1896,-11.38,-3.74,0.0566,0.9203
1897,78.61,15.23,0.0942,1.1643
1898,80.65,15.35,0.0238,0.3339
1899,80.92,16.13,0.0591,0.8673
1900,42.72,8.34,0.0583,0.7459
1901,44.5,8.71,0.0229,0.4021
1902,110.67,18.44,0.0576,0.6655
1903,57.54,10.84,0.0836,1.0824
1904,30.88,5.96,0.0431,0.6673
1905,63.87,13.74,0.0603,0.7189
1906,22.11,13.88,0.0307,0.4401
1907,121.26,25.53,0.1323,1.7496
1908,62.3,11.93,0.0437,0.6658
1909,77.04,12.21,0.0595,0.7987
1910,72.91,13.11,0.0563,0.743
1911,61.18,14.26,0.0381,0.4491
1912,104.82,19.88,0.0313,0.48
1913,-4.89,-15.93,0.1662,2.7602
1914,107.61,25.86,0.0493,0.6549
1915,74.61,16.35,0.052,0.6324
1916,74.43,12.01,0.0457,0.4485
1917,42.12,-6.79,0.2144,3.3433
1918,2.49,6.47,0.0383,0.4236
1919,33.66,5.51,0.0395,0.5695
1920,87.74,13.97,0.0391,0.5176
1921,50.81,3.11,0.0672,0.8107
1922,-9.48,7.52,0.0378,0.4849
1923,-299.7,-96.67,0.1523,1.9967
1924,95.99,17.26,0.0523,0.6215
1925,37.11,11.51,0.036,0.4337
1926,41.65,6.89,0.0812,0.967
1927,93.23,18.7,0.0867,1.2356
1928,21.26,6.67,0.0204,0.2864
1929,16.41,9.75,0.0408,0.5012
1930,77.82,13.63,0.0643,0.8782
1931,15.43,9.42,0.0551,0.7838
1932,75.3,16.08,0.0168,0.2285
1933,47.97,13.13,0.0435,0.4672
1934,38.75,12.34,0.0518,0.7101
1935,30.88,5.92,0.0345,0.4958
1936,85.4,20.92,0.0621,0.8011
1937,8.02,3.03,0.0421,0.5602
1938,44.63,9.58,0.0559,0.6914
1939,47.66,12.06,0.0586,0.7408
1940,-62.17,-13.02,0.0459,0.5365
1941,46.55,14.84,0.0396,0.4755
1942,102.61,19.43,0.0559,0.9208
1943,-134.27,-43.42,0.0507,0.9053
1944,50.26,18.05,0.0373,0.4733
1945,102.74,14.62,0.0418,0.5511
1946,108.55,20.12,0.0617,0.805
1947,-122.44,-57.34,0.2681,3.9305
1948,49.09,-19.51,0.1081,1.6563
1949,57.7,19.23,0.0421,0.4951
1950,59,18.13,0.0226,0.2599
1951,93.8,19.89,0.029,0.2828
1952,18.04,0.51,0.2118,2.6718
1953,97.59,27.95,0.0433,0.5183
1954,90.83,28.7,0.1209,1.3126
1955,116.32,27.67,0.0451,0.6733
1956,94.02,25.07,0.0614,0.7899
1957,115.51,29.47,0.0387,0.4736
1958,104.73,23.39,0.0487,0.615
1959,176.88,67.21,0.1602,3.0581
1960,102.93,31.35,0.0986,1.1204
1961,35.82,13.79,0.1415,1.8599
1962,90.32,22.78,0.1037,1.1984
1963,38.92,3.73,0.1585,1.5292
1964,116.06,22.28,0.0556,0.5789
1965,99.41,26.38,0.0964,1.1413
1966,83.01,14.45,0.0288,0.3098
1967,113.51,24.78,0.0784,0.9143
1968,104.02,24.44,0.0386,0.4791
1969,-6.9,-25.55,0.3171,4.2548
1970,13.08,-2.32,0.2134,2.3499
1971,36.85,6.05,0.0291,0.2823
1972,1.43,-15.84,0.1708,1.9042
1973,116.44,19.86,0.0429,0.4514
1974,66.33,16.05,0.0313,0.3599
1975,52.77,16.81,0.023,0.3178
1976,32.18,12.08,0.0391,0.5294
1977,76.17,16.29,0.0571,0.6156
1978,70.82,18.01,0.0825,1.3119
1979,81.05,21.26,0.0551,0.6552
1980,46.49,9.12,0.0376,0.5275
1981,37.49,10.21,0.043,0.4553
1982,45.98,9.56,0.0296,0.3447
1983,-32.82,3.43,0.0234,0.2985
1984,58.67,16.69,0.0448,0.6115
1985,93.21,13.49,0.0529,0.8113
1986,32.45,13.88,0.0301,0.3904
1987,87.12,11.2,0.0307,0.4301
1988,26.03,-4.72,0.099,1.2335
1989,-138.91,-31.78,0.0732,1.067
1990,-23.08,-29.88,0.1131,1.6677
1991,82.01,12.93,0.0173,0.166
1992,102.52,16.84,0.0402,0.5025
1993,17.42,-4.23,0.0496,0.7235
1994,11.01,4.46,0.0497,0.7367
1995,79.31,10.26,0.0868,1.2041
1996,61.42,7.28,0.0588,0.6234
1997,64.39,13.07,0.0343,0.6922
1998,38.52,5.01,0.0441,0.5451
1999,77.28,16.75,0.041,0.5667
2000,76.4,12.54,0.0538,0.5845
2001,70.5,8.76,0.0423,0.5206
2002,94.01,18.4,0.0552,1.1353
2003,58.83,7.82,0.0326,0.3154
2004,111.61,26.22,0.1053,1.2676
2005,44.32,7.63,0.0514,0.6563
2006,81.88,10.78,0.0807,0.8964
2007,107.52,15.91,0.0635,0.8533
2008,71.63,11.62,0.0258,0.3887
2009,88.78,16.82,0.0711,0.9717
2010,65.51,11.16,0.0344,0.4692
2011,80.41,14.62,0.045,0.5678
2012,72.92,15.03,0.0698,0.7102
2013,110.25,21.41,0.0461,0.6708
2014,81.27,20.07,0.0431,0.5949
2015,98.16,9.92,0.0757,0.8751
2016,-4.82,3.34,0.0331,0.5909
2017,39.81,8.06,0.0477,0.4681
2018,120.43,23.41,0.0383,0.6092
2019,134.85,20.6,0.105,1.249
2020,134.24,24.37,0.0662,0.7817
2021,-78.25,-13.88,0.0652,0.6852
2022,83.25,17.92,0.0209,0.3073
2023,57.63,14.51,0.0409,0.4516
2024,-7.94,-7.39,0.0405,0.3994
2025,95.85,13.1,0.0365,0.4906
2026,38.65,9.36,0.0277,0.4689
2027,137.27,29.15,0.045,0.6676
2028,70.68,19.99,0.0315,0.3549
2029,103.67,19.29,0.0455,0.5405
2030,99.68,19.22,0.0279,0.3425
2031,33.48,0.26,0.0425,0.5758
2032,115.82,22.33,0.1009,1.2923
2033,107.62,24.26,0.0821,0.9268
2034,82.01,21.69,0.0453,0.6024
2035,124.26,20.81,0.032,0.4177
2036,1.3,-23.13,0.1164,1.6517
2037,107.15,22.71,0.0473,0.5574
2038,-11.09,-12.3,0.0814,1.2166
2039,86.17,16.22,0.0493,0.5427
2040,109.56,21.03,0.0334,0.4369
2041,147.21,27.88,0.0589,0.7911
2042,86.85,17.11,0.0844,1.3839
2043,107.79,24.83,0.0292,0.3428
2044,84.89,14.19,0.0414,0.5581
2045,124.3,17.8,0.0324,0.3767
2046,-10.71,-2.34,0.0446,0.7317
2047,-7.74,-17.2,0.2651,3.9173
2048,111.08,22.27,0.0926,1.18
2049,117.02,23.37,0.0428,0.5703
2050,203.93,42.47,0.0959,1.4802
2051,-168.96,-75.95,0.2921,3.8056
2052,30.87,-0.43,0.0428,0.4986
2053,132.32,25.49,0.141,1.6462
2054,90.38,15.5,0.0502,0.7116
2055,98.64,10.9,0.0778,1.036
2056,63.98,-1.47,0.0687,0.7711
2057,38.49,5.51,0.0357,0.4593
2058,114.63,16.65,0.0337,0.3939
2059,81.03,13.35,0.0261,0.3462
2060,54.68,13.7,0.0375,0.5599
2061,21.83,5.9,0.0501,0.7615
2062,60.1,9.07,0.0338,0.425
2063,112.55,10.63,0.038,0.3389
2064,77.4,7.15,0.0486,0.4863
2065,103.79,14.26,0.0296,0.366
2066,15.75,-4.64,0.0462,0.7051
2067,-0.28,-3.6,0.0514,0.6146
2068,83.03,16.91,0.0363,0.4826
2069,55.32,4.56,0.0953,1.5344
2070,70.22,9.05,0.0591,0.7086
2071,98.17,15.04,0.0446,0.5651
2072,72.98,12.43,0.0647,0.8465
2073,102.58,14.13,0.0475,0.7584
2074,51.14,3.94,0.0346,0.451
2075,95.36,12.17,0.0519,0.7154
2076,17.97,4.46,0.0167,0.2014
2077,55.94,12.25,0.0535,0.6241
2078,76.89,16.99,0.0407,0.4019
2079,81.8,12.58,0.1005,1.0569
2080,26.76,5.61,0.0232,0.2537
2081,113.59,19.86,0.0204,0.2857
2082,30.35,1.37,0.018,0.2118
2083,56.9,12.58,0.0379,0.491
2084,73.08,11.13,0.0385,0.4383
2085,5.72,0.34,0.0415,0.5739
2086,105.35,15.11,0.0431,0.7701
2087,98.61,13.16,0.035,0.4268
2088,22.23,7.26,0.0606,0.8826
2089,14.21,0.86,0.074,0.9756
2090,72.32,7.71,0.0746,1.2992
2091,56.39,14.14,0.0259,0.3244
2092,61.7,10.57,0.032,0.3882
2093,66.46,16.45,0.0669,1.0299
2094,62.73,7.19,0.0264,0.3232
2095,93.85,16.01,0.0479,0.5798
2096,116.1,20.7,0.0503,0.5524
2097,74.41,16.24,0.0365,0.3771
2098,99.48,20.44,0.0167,0.3162
2099,110.53,24.39,0.0579,0.785
2100,105.57,22.53,0.0278,0.3633
2101,93.47,21.79,0.0417,0.511
2102,78.02,16.07,0.0351,0.3972
2103,110.64,16.81,0.0631,0.664
2104,82.98,24.05,0.0292,0.4232
2105,138.36,27.33,0.0632,0.6247
2106,145.97,23.26,0.0392,0.831
2107,79.82,19.81,0.0313,0.4476
2108,81.5,19.52,0.0318,0.4611
2109,92.91,21.95,0.0603,0.7026
2110,104.8,19.75,0.0795,1.0773
2111,107.25,16.79,0.0492,0.685
2112,148.81,28.25,0.0719,0.8635
2113,43.65,11.27,0.2891,3.4418
2114,130.33,24.47,0.0709,0.7902
2115,-153.31,-71.34,0.3035,5.4544
2116,78.55,16.56,0.0378,0.4553
2117,76.42,18.45,0.0493,0.7417
2118,122.49,28.46,0.0633,0.7293
2119,85.29,19.38,0.0258,0.3406
2120,93.24,15.63,0.0327,0.4886
2121,25.93,8.22,0.0206,0.3028
2122,92.45,21.77,0.0775,1.0071
2123,118.28,22.56,0.0633,0.9969
2124,97.97,23.31,0.0538,0.6818
2125,100.91,19.06,0.0749,0.8686
2126,89.75,17.46,0.0322,0.3647
2127,105.4,19.9,0.0795,0.8373
2128,171.97,43.44,0.0707,1.0624
2129,99.37,20.75,0.0434,0.6008
2130,-276.98,-113.57,0.2896,4.0563
2131,78.52,18.56,0.0233,0.2738
2132,81.88,14.8,0.0423,0.4806
2133,37.42,-2.22,0.1265,1.1945
2134,134.12,24.6,0.0948,1.0096
2135,133.12,19.91,0.0437,0.5559
2136,122.77,21.57,0.069,0.8247
2137,126.62,21.89,0.0322,0.3596
2138,85.55,12.94,0.0369,0.4274
2139,102.97,24.51,0.0212,0.3487
2140,85.95,13.75,0.0262,0.4044
2141,146.46,26.63,0.0944,1.2018
2142,119.1,21.84,0.0722,0.9929
2143,64.83,18.83,0.0264,0.3744
2144,34.33,-2.88,0.1789,2.9067
2145,122.64,18.31,0.0577,0.7272
2146,142.4,24.5,0.0449,0.5957
2147,122.28,18.63,0.0585,0.8294
2148,116.6,22.92,0.0296,0.3749
2149,111.79,22.03,0.0482,0.5932
2150,92.72,19.55,0.0301,0.3522
2151,133.94,25.78,0.1004,1.3913
2152,81.73,20.7,0.022,0.2382
2153,142.11,22.02,0.091,1.431
2154,98.43,14.88,0.0381,0.6119
2155,135.9,17.34,0.0223,0.3078
2156,106.47,20.2,0.0344,0.5413
2157,-151.93,-77.83,0.1371,1.7082
2158,86.78,14.16,0.0215,0.3362
2159,140.31,16.84,0.08,0.9364
2160,98.33,16.4,0.0469,0.5581
2161,141.79,24.29,0.097,1.1338
2162,81.95,12.71,0.051,0.6766
2163,104.47,17.71,0.0586,0.8165
2164,77.87,13.24,0.0462,0.7001
2165,74.96,12.05,0.0185,0.245
2166,-21.67,-30.62,0.2711,3.2329
2167,115.64,20.24,0.0804,0.9879
2168,109.08,21.6,0.061,0.8058
2169,131.11,21.07,0.1013,1.7512
2170,109.9,16.92,0.0577,0.771
2171,116.85,18.2,0.0382,0.499
2172,91.03,14.84,0.0317,0.4455
2173,164.25,24.99,0.0404,0.4773
2174,85.45,4.27,0.0651,0.8624
2175,82.84,16.93,0.0468,0.6469
2176,55.36,14.58,0.0301,0.373
2177,119.48,15.81,0.0255,0.2773
2178,130.85,28.75,0.06,0.7857
2179,112.44,19.94,0.0339,0.3683
2180,167.82,22.53,0.1087,1.3007
