episode,loss,rewards
1357,20.46,2.36
1358,21.87,2.73
1359,17.18,2.11
1360,18.56,2.25
1361,17.90,2.18
1362,8.78,1.06
1363,5.39,0.64
1364,12.60,1.63
1365,45.57,6.05
1366,3.23,0.38
1367,12.77,1.70
1368,16.84,2.03
1369,32.57,4.25
1370,44.74,6.95
1371,26.46,3.35
1372,33.57,4.20
1373,35.79,5.35
1374,22.87,2.96
1375,6.54,0.81
1376,15.52,1.90
1377,10.16,1.26
1378,1.69,0.20
1379,3.69,0.40
1380,16.32,2.03
1381,17.54,2.47
1382,35.60,5.25
1383,25.11,3.15
1384,25.77,3.92
1385,9.15,1.11
1386,35.93,5.06
1387,20.04,2.49
1388,14.54,1.79
1389,10.41,1.35
1390,4.62,0.53
1391,39.03,5.83
1392,9.61,1.18
1393,18.00,2.89
1394,1.53,0.18
1395,28.61,4.33
1396,5.24,0.61
1397,36.04,7.07
1398,25.94,3.20
1399,24.94,3.22
1400,7.00,0.90
1401,19.59,2.67
1402,11.49,1.48
1403,15.29,2.18
1404,9.91,1.48
1405,8.31,1.03
1406,9.76,1.18
1407,13.14,1.67
1408,39.99,7.62
1409,3.69,0.45
1410,12.60,1.56
1411,20.19,3.38
1412,16.51,2.06
1413,8.34,1.06
1414,12.13,1.72
1415,18.37,2.32
1416,31.00,5.23
1417,17.18,2.51
1418,9.24,1.11
1419,18.55,2.54
1420,28.45,3.80
1421,0.65,0.08
1422,23.02,3.31
1423,8.52,1.33
1424,6.43,0.77
1425,3.44,0.40
1426,3.09,0.39
1427,8.37,1.16
1428,18.49,2.38
1429,15.34,1.91
1430,27.16,3.97
1431,21.94,3.27
1432,32.53,4.81
1433,2.47,0.31
1434,6.51,0.79
1435,2.81,0.37
1436,7.04,0.98
1437,29.90,4.69
1438,13.38,1.74
1439,15.04,2.06
1440,7.41,1.02
1441,25.35,3.54
1442,2.32,0.31
1443,36.57,6.14
1444,11.07,1.42
1445,22.08,3.25
1446,10.28,1.28
1447,12.87,1.55
1448,0.91,0.11
1449,42.50,6.33
1450,11.84,1.49
1451,3.52,0.39
1452,9.13,1.10
1453,10.12,1.35
1454,39.88,7.10
1455,4.70,0.58
1456,14.11,1.91
1457,29.61,4.15
1458,18.74,2.75
1459,10.43,1.14
1460,10.83,1.22
1461,20.51,2.47
1462,11.58,1.64
1463,15.92,2.09
1464,20.45,2.73
1465,22.35,3.40
1466,11.57,1.47
1467,11.95,1.49
1468,42.04,7.12
1469,17.52,2.46
1470,25.41,3.64
1471,36.61,5.94
1472,18.79,2.93
1473,33.76,5.58
1474,11.54,1.60
1475,9.72,1.23
1476,3.88,0.45
1477,11.56,1.41
1478,7.73,1.07
1479,27.26,4.65
1480,4.94,0.62
1481,39.61,6.68
1482,18.83,2.89
1483,7.50,0.90
1484,12.80,1.93
1485,38.23,6.91
1486,5.41,0.67
1487,6.27,0.79
1488,12.88,1.79
1489,23.36,4.08
1490,10.43,1.39
1491,12.96,1.95
1492,9.74,1.48
1493,42.99,7.12
1494,7.26,1.22
1495,22.01,3.84
1496,10.14,1.30
1497,13.61,1.82
1498,22.89,3.17
1499,25.81,5.16
1500,18.62,3.04
1501,2.24,0.27
1502,13.10,1.88
1503,13.61,1.99
1504,15.32,2.25
1505,21.76,3.99
1506,1.49,0.18
1507,40.36,8.37
1508,23.15,4.27
1509,29.58,6.68
1510,24.74,4.75
1511,8.37,1.42
1512,3.35,0.42
1513,9.08,1.44
1514,30.24,6.24
1515,17.80,3.22
1516,32.43,6.90
1517,35.58,8.95
1518,28.24,5.99
1519,13.68,2.81
1520,17.78,3.22
1521,16.03,3.61
1522,13.28,2.76
1523,6.28,0.93
1524,18.20,3.35
1525,24.18,6.26
1526,26.62,6.75
1527,36.88,8.22
1528,6.22,0.95
1529,9.85,1.98
1530,17.63,3.86
1531,12.03,2.07
1532,35.30,6.40
1533,22.91,5.48
1534,27.71,6.83
1535,22.42,4.72
1536,26.60,5.74
1537,30.79,10.16
1538,22.69,4.27
1539,27.25,8.19
1540,21.04,3.87
1541,33.55,8.22
1542,15.63,2.73
1543,26.08,4.43
1544,27.95,7.78
1545,12.04,1.83
1546,15.17,3.65
1547,33.05,9.17
1548,15.93,2.48
1549,9.26,1.58
1550,20.64,3.65
1551,9.00,1.43
1552,12.65,1.69
1553,22.24,6.38
1554,17.60,4.78
1555,29.85,7.10
1556,7.24,1.29
1557,39.20,10.44
1558,9.59,2.42
1559,24.06,6.53
1560,6.59,1.04
1561,10.87,2.05
1562,27.19,7.18
1563,17.89,4.32
1564,30.19,7.96
1565,3.80,0.79
1566,13.50,2.54
1567,38.39,8.21
1568,27.79,6.91
1569,18.12,3.86
1570,4.35,0.68
1571,30.98,6.22
1572,46.36,9.51
1573,28.92,8.34
1574,32.27,7.81
1575,1.84,0.22
1576,20.17,4.09
1577,10.20,1.75
1578,15.18,2.57
1579,9.18,1.67
1580,9.41,1.64
1581,33.85,9.37
1582,17.04,4.62
1583,26.85,6.06
1584,17.87,3.61
1585,4.97,0.70
1586,12.36,2.47
1587,18.34,4.72
1588,17.84,4.08
1589,8.62,1.41
1590,10.80,2.16
1591,30.46,9.54
1592,7.34,1.19
1593,15.60,3.29
1594,27.88,5.22
1595,10.49,2.06
1596,32.42,11.30
1597,13.39,2.79
1598,9.84,1.54
1599,22.75,5.04
1600,8.64,1.68
1601,20.17,3.24
1602,30.58,7.59
1603,7.13,1.08
1604,17.84,4.27
1605,20.23,4.77
1606,13.59,3.09
1607,29.18,8.06
1608,11.38,2.30
1609,41.79,10.42
1610,24.44,6.70
1611,9.55,1.69
1612,1.17,0.16
1613,28.50,7.28
1614,29.24,10.65
1615,28.17,8.29
1616,18.52,3.70
1617,24.16,5.71
1618,23.35,5.63
1619,3.76,0.48
1620,3.43,0.45
1621,4.83,0.68
1622,21.02,4.50
1623,30.63,7.43
1624,21.16,4.23
1625,17.14,5.44
1626,14.17,2.26
1627,13.44,2.37
1628,19.27,3.45
1629,11.80,2.55
1630,8.43,1.52
1631,13.90,2.62
1632,11.81,1.68
1633,11.17,1.97
1634,9.61,1.79
1635,16.75,3.81
1636,27.23,5.53
1637,26.07,8.14
1638,30.66,7.67
1639,16.37,3.20
1640,25.43,4.67
1641,21.91,4.53
1642,19.21,3.93
1643,29.95,8.49
1644,34.26,10.58
1645,21.35,4.32
1646,9.34,1.32
1647,16.09,4.54
1648,27.60,7.74
1649,15.78,3.58
1650,24.49,5.31
1651,8.84,1.39
1652,27.85,6.74
1653,6.31,0.90
1654,21.14,4.91
1655,11.72,2.11
1656,18.13,5.05
1657,27.04,6.92
1658,14.78,2.57
1659,14.39,3.96
1660,25.05,6.91
1661,20.72,5.67
1662,25.97,6.61
1663,10.30,2.05
1664,25.62,5.60
1665,25.44,6.00
1666,24.23,4.05
1667,17.27,3.37
1668,8.54,1.44
1669,21.19,5.67
1670,19.27,3.81
1671,32.02,10.58
1672,23.19,8.63
1673,10.15,1.92
1674,22.47,4.33
1675,17.42,5.33
1676,16.52,4.24
1677,24.67,6.87
1678,18.81,4.20
1679,23.81,10.44
1680,6.25,0.91
1681,24.28,7.87
1682,28.18,8.00
1683,4.73,0.85
1684,8.90,1.55
1685,14.64,3.89
1686,14.11,3.19
1687,25.72,6.77
1688,21.04,4.95
1689,20.88,7.07
1690,6.60,1.20
1691,18.40,4.13
1692,25.29,6.50
1693,28.76,12.12
1694,17.61,3.38
1695,23.12,11.21
1696,12.63,2.43
1697,12.86,3.08
1698,13.16,3.51
1699,17.86,5.62
1700,15.60,5.23
1701,13.23,3.44
1702,6.63,1.02
1703,10.97,2.21
1704,6.00,1.01
1705,18.69,5.71
1706,7.31,1.62
1707,6.81,1.33
1708,21.86,8.83
1709,6.46,1.38
1710,12.46,2.96
1711,3.38,0.45
1712,11.19,2.53
1713,11.33,2.53
1714,20.52,6.68
1715,15.55,4.88
1716,8.70,1.49
1717,19.64,6.45
1718,13.40,3.84
1719,21.46,4.43
1720,16.56,3.66
1721,18.16,6.10
1722,15.02,3.61
1723,22.87,9.09
1724,8.79,1.86
1725,28.05,8.21
1726,12.24,2.89
1727,16.17,4.63
1728,21.35,6.67
1729,17.91,4.96
1730,22.01,7.56
1731,9.31,2.34
1732,15.95,3.98
1733,12.46,3.73
1734,13.70,2.41
1735,11.64,2.13
1736,16.22,4.55
1737,16.00,4.59
1738,15.08,3.34
1739,2.33,0.34
1740,6.89,1.02
1741,5.45,1.26
1742,11.37,2.25
1743,23.89,9.27
1744,5.33,0.97
1745,16.42,6.53
1746,15.23,3.79
1747,21.47,7.02
1748,6.48,1.26
1749,8.45,1.34
1750,13.42,3.28
1751,7.62,1.73
1752,24.21,8.29
1753,20.04,5.33
1754,8.67,2.05
1755,27.51,9.47
1756,23.95,8.06
1757,22.40,7.23
1758,7.39,1.73
1759,11.50,3.84
1760,8.02,1.51
1761,13.56,4.27
1762,13.47,3.97
1763,3.39,0.52
1764,11.47,2.97
1765,14.86,5.93
1766,11.89,3.98
1767,16.14,3.08
1768,19.18,4.54
1769,15.31,5.80
1770,5.39,0.97
1771,10.99,3.02
1772,11.33,3.96
1773,16.99,3.74
1774,11.70,2.92
1775,5.22,0.99
1776,13.29,4.78
1777,3.24,0.44
1778,12.72,2.83
1779,16.21,7.86
1780,19.87,5.02
1781,14.73,4.63
1782,15.93,5.66
1783,13.81,3.51
1784,10.99,3.71
1785,18.40,5.37
1786,18.03,4.55
1787,10.56,2.93
1788,21.04,6.77
1789,13.83,6.01
1790,10.08,2.15
1791,19.16,5.53
1792,23.48,8.68
1793,18.90,9.12
1794,14.50,5.94
1795,14.40,4.36
1796,15.65,6.21
1797,17.93,7.40
1798,22.68,8.03
1799,18.10,10.37
1800,13.74,6.38
1801,10.15,3.40
1802,29.09,11.23
1803,9.90,3.61
1804,12.10,6.64
1805,22.98,9.72
1806,19.79,5.21
1807,17.70,11.19
1808,22.02,5.82
1809,17.46,9.42
1810,8.87,2.38
1811,12.51,4.50
1812,4.98,1.41
1813,25.85,8.36
1814,11.69,4.42
1815,21.11,8.54
1816,18.66,6.70
1817,6.08,1.47
1818,25.06,11.95
1819,23.56,9.82
1820,18.05,8.46
1821,11.08,2.69
1822,9.84,3.21
1823,14.00,3.24
1824,19.91,8.79
1825,1.61,0.37
1826,17.19,8.38
1827,24.15,10.03
1828,1.42,0.40
1829,12.72,4.06
1830,9.13,2.74
1831,16.44,5.70
1832,1.15,0.30
1833,20.23,8.62
1834,12.73,5.21
1835,19.47,7.38
1836,22.19,5.03
1837,10.32,3.80
1838,31.45,14.49
1839,20.31,9.37
1840,8.17,2.58
1841,18.80,5.96
1842,17.73,8.55
1843,17.65,6.50
1844,4.52,0.94
1845,6.71,1.92
1846,6.27,1.21
1847,15.62,5.44
1848,16.96,10.95
1849,27.78,10.97
1850,12.68,4.10
1851,21.49,13.53
1852,12.85,3.62
1853,19.98,7.22
1854,10.50,4.49
1855,12.71,5.16
1856,11.34,3.01
1857,16.70,6.40
1858,14.86,3.30
1859,14.16,3.68
1860,13.92,5.57
1861,7.56,1.51
1862,29.50,8.41
1863,18.96,5.93
1864,16.85,5.71
1865,20.00,9.39
1866,14.39,5.64
1867,6.61,1.08
1868,12.26,2.30
1869,21.78,9.98
1870,13.54,3.74
1871,15.11,5.69
1872,29.49,10.79
1873,19.15,9.79
1874,12.43,5.28
1875,18.62,8.78
1876,15.69,6.28
1877,28.66,8.79
1878,22.50,7.31
1879,17.51,6.47
1880,18.72,4.72
1881,32.07,10.63
1882,13.50,5.08
1883,16.67,3.84
1884,31.24,10.41
1885,16.72,4.17
1886,18.56,4.00
1887,11.96,2.38
1888,3.75,0.62
1889,13.96,4.41
1890,20.40,7.43
1891,24.08,8.03
1892,26.04,9.30
1893,24.11,7.39
1894,34.50,10.15
1895,21.60,6.76
1896,17.48,4.65
1897,5.02,0.73
1898,21.26,5.90
1899,11.46,2.33
1900,8.38,1.54
1901,12.00,3.27
1902,13.18,2.90
1903,10.66,2.41
1904,17.78,4.85
1905,14.18,4.69
1906,9.12,2.33
1907,24.46,9.43
1908,32.27,7.78
1909,2.49,0.35
1910,4.77,0.77
1911,15.40,4.22
1912,15.65,3.91
1913,5.70,0.95
1914,14.27,3.67
1915,11.57,3.00
1916,9.25,2.41
1917,11.19,3.23
1918,8.20,1.20
1919,14.59,3.23
1920,19.55,9.46
1921,12.24,2.51
1922,14.49,2.57
1923,28.76,7.48
1924,22.12,5.63
1925,13.84,3.20
1926,28.37,6.13
1927,7.76,1.27
1928,21.26,6.40
1929,10.51,2.52
1930,12.30,2.64
1931,8.31,1.38
1932,25.75,10.05
1933,18.37,5.85
1934,6.96,1.01
1935,10.94,2.98
1936,12.69,3.95
1937,9.47,1.62
1938,18.88,7.00
1939,16.91,6.55
1940,1.84,0.25
1941,2.18,0.30
1942,7.28,1.23
1943,22.13,8.21
1944,3.29,0.64
1945,6.15,1.24
1946,13.91,2.17
1947,15.67,3.87
1948,10.11,2.79
1949,23.76,9.64
1950,6.88,1.82
1951,19.50,5.30
1952,14.10,3.45
1953,13.91,2.69
1954,10.73,3.36
1955,24.51,10.14
1956,24.23,8.25
1957,5.26,0.94
1958,23.91,10.57
1959,10.65,3.97
1960,16.74,3.99
1961,19.24,7.07
1962,7.04,2.36
1963,11.42,2.29
1964,8.01,1.93
1965,23.40,7.04
1966,26.30,9.92
1967,22.58,6.85
1968,16.67,4.69
1969,13.96,7.06
1970,21.63,6.18
1971,11.73,5.65
1972,10.18,4.51
1973,25.21,6.63
1974,22.15,8.64
1975,14.32,4.94
1976,19.40,5.58
1977,14.31,2.92
1978,9.10,2.50
1979,24.40,12.51
1980,12.44,6.32
1981,23.80,9.59
1982,10.13,2.85
1983,11.96,6.01
1984,24.03,7.89
1985,17.75,6.35
1986,15.87,6.89
1987,23.47,10.92
1988,20.35,9.43
1989,12.99,2.92
1990,16.63,9.03
1991,16.06,11.22
1992,11.27,3.36
1993,19.46,9.13
1994,29.28,12.31
1995,21.17,10.42
1996,19.14,9.31
1997,26.39,13.44
1998,17.20,10.43
1999,27.45,10.82
2000,11.34,3.49
2001,19.15,4.93
2002,11.48,5.16
2003,17.13,8.14
2004,15.25,8.10
2005,15.04,8.18
2006,20.69,10.05
2007,14.30,11.11
2008,29.75,16.06
2009,19.59,7.17
2010,33.51,13.91
2011,18.52,7.27
2012,25.61,7.71
2013,20.56,11.53
2014,15.13,9.03
2015,6.30,2.28
2016,16.60,8.18
2017,11.96,4.38
2018,21.59,10.75
2019,16.21,6.06
2020,16.96,7.75
2021,8.97,1.64
2022,16.05,6.26
2023,26.52,10.85
2024,20.22,10.49
2025,9.95,3.63
2026,26.28,9.74
2027,11.84,4.75
2028,13.32,7.20
2029,14.47,3.73
2030,9.53,5.08
2031,21.21,11.20
2032,18.11,5.00
2033,11.05,3.46
2034,8.08,3.45
2035,16.86,12.67
2036,15.91,10.51
2037,18.03,10.74
2038,18.06,8.39
2039,20.55,10.49
2040,20.38,10.90
2041,12.38,3.54
2042,17.92,5.05
2043,10.58,2.30
2044,12.07,6.40
2045,13.53,6.17
2046,14.39,6.47
2047,22.26,12.35
2048,10.05,5.90
2049,15.11,5.93
2050,16.57,4.86
2051,8.75,6.05
2052,12.89,3.88
2053,13.57,4.81
2054,13.16,4.25
2055,13.78,4.48
2056,18.17,7.70
2057,18.72,10.42
2058,17.71,6.48
2059,10.28,2.45
2060,13.30,11.75
2061,9.92,4.01
2062,17.03,11.01
2063,19.99,10.19
2064,17.71,12.32
2065,14.83,5.66
2066,17.14,5.53
2067,12.31,5.08
2068,16.15,6.27
2069,15.57,5.84
2070,17.06,6.10
2071,11.68,8.04
2072,12.06,7.64
2073,15.72,4.67
2074,9.93,5.14
2075,21.91,9.32
2076,13.91,10.60
2077,3.06,0.53
2078,4.02,0.88
2079,14.03,4.31
2080,14.64,8.58
2081,10.16,5.55
2082,11.45,5.32
2083,13.19,5.66
2084,15.62,5.39
2085,9.28,3.34
2086,15.95,5.48
2087,17.89,7.61
2088,11.27,6.23
2089,11.94,5.21
2090,14.96,10.59
2091,9.16,3.80
2092,11.79,7.03
2093,11.77,3.60
2094,20.31,10.35
2095,10.12,2.56
2096,12.80,5.85
2097,7.61,4.39
2098,11.30,5.68
2099,15.07,8.64
2100,18.58,7.64
2101,10.39,5.48
2102,11.33,4.78
2103,6.40,1.73
2104,5.22,1.37
2105,13.34,6.18
2106,6.17,2.28
2107,9.39,5.13
2108,10.92,6.26
2109,9.36,3.23
2110,13.36,8.80
2111,13.37,4.71
2112,12.25,10.53
2113,7.97,2.64
2114,12.06,11.26
2115,10.60,11.87
2116,11.59,7.60
2117,14.61,9.30
2118,11.01,5.58
2119,9.96,4.39
2120,11.49,5.26
2121,11.38,4.27
2122,11.43,4.99
2123,12.32,4.69
2124,9.59,5.88
2125,15.97,7.39
2126,7.66,5.05
2127,11.52,3.78
2128,10.55,3.72
2129,9.43,5.96
2130,9.40,2.91
2131,18.55,4.63
2132,18.58,5.47
2133,14.60,6.70
2134,14.85,9.70
2135,13.63,7.98
2136,10.19,7.74
2137,11.26,4.60
2138,6.96,1.44
2139,10.55,10.15
2140,12.27,11.96
2141,9.45,3.06
2142,10.36,3.50
2143,13.05,6.89
2144,19.62,10.95
2145,10.71,3.45
2146,12.01,5.83
2147,9.38,5.05
2148,16.10,6.79
2149,13.33,6.26
2150,15.52,8.32
2151,12.38,6.17
2152,18.76,9.13
2153,8.04,4.59
2154,17.88,11.48
2155,10.47,5.61
2156,12.13,4.48
2157,14.98,7.84
2158,18.65,7.85
2159,20.37,11.99
2160,10.38,8.06
2161,10.08,9.56
2162,12.67,6.97
2163,16.04,13.22
2164,9.44,4.92
2165,10.02,4.05
2166,9.77,5.55
2167,17.77,12.93
2168,12.65,12.87
2169,19.54,12.51
2170,11.73,10.83
2171,16.07,7.80
2172,11.31,5.44
2173,14.37,7.51
2174,8.62,6.34
2175,17.30,10.38
2176,12.25,6.60
2177,12.01,11.28
2178,27.54,11.86
2179,13.24,10.45
2180,11.13,9.71
2181,7.77,2.61
2182,11.98,5.81
2183,3.42,0.81
2184,13.31,9.66
2185,14.36,7.88
2186,6.90,4.40
2187,13.84,7.28
2188,14.55,5.32
2189,13.77,14.69
2190,14.37,9.80
2191,23.71,10.25
2192,13.11,8.81
2193,10.17,8.63
2194,10.18,8.23
2195,18.45,11.71
2196,9.64,7.09
2197,24.66,7.21
2198,13.58,12.29
2199,5.68,1.36
2200,13.59,6.41
2201,10.39,11.24
2202,14.65,10.68
2203,5.43,1.85
2204,11.78,9.77
2205,10.55,2.30
2206,17.84,10.59
2207,23.68,11.86
2208,12.61,4.49
2209,11.93,8.55
2210,6.71,6.27
2211,16.57,10.05
2212,8.86,3.74
2213,25.12,9.93
2214,21.75,12.57
2215,9.00,4.22
2216,11.30,6.51
2217,11.72,4.16
2218,17.20,7.34
2219,15.09,14.26
2220,14.18,11.23
2221,9.81,11.25
2222,13.42,12.30
2223,13.55,10.61
2224,4.32,1.69
2225,11.71,5.56
2226,8.83,4.70
2227,25.16,11.01
2228,14.33,11.34
2229,13.25,12.91
2230,13.07,10.84
2231,13.79,6.00
2232,14.59,15.05
2233,6.88,2.85
2234,8.19,2.98
2235,18.76,11.44
2236,15.12,12.56
2237,8.54,5.11
2238,12.17,5.23
2239,10.04,9.54
2240,13.00,9.08
2241,12.42,12.14
2242,8.51,7.01
2243,18.75,13.66
2244,11.02,9.44
2245,27.29,14.04
2246,16.15,7.26
2247,9.80,6.91
2248,13.79,5.39
2249,13.24,12.32
2250,12.39,11.38
2251,11.13,11.90
2252,15.87,6.51
2253,12.19,7.25
2254,20.76,12.25
2255,20.00,12.57
2256,15.80,7.39
2257,12.13,6.68
2258,10.72,6.29
2259,8.10,3.43
2260,16.91,13.49
2261,13.86,11.57
2262,17.95,12.47
2263,12.65,13.02
2264,8.54,4.39
2265,0.90,0.20
2266,10.69,9.13
2267,12.43,12.19
2268,17.52,14.06
2269,7.87,2.89
2270,6.68,3.07
2271,16.01,12.99
2272,16.11,12.06
2273,8.48,7.46
2274,12.91,11.74
2275,8.71,8.41
2276,11.27,7.45
2277,21.31,12.42
2278,14.68,10.09
2279,8.96,6.35
2280,10.99,8.45
2281,17.83,8.12
2282,12.42,5.34
2283,20.23,15.13
2284,16.91,11.31
2285,13.16,12.07
2286,16.95,12.47
2287,11.27,13.06
2288,15.29,11.71
2289,18.79,11.05
2290,8.55,7.19
2291,7.21,4.81
2292,10.82,11.40
2293,10.01,7.65
2294,5.13,1.93
2295,7.42,5.28
2296,9.53,6.81
2297,11.48,4.79
2298,13.48,7.68
2299,12.37,7.59
2300,13.53,7.12
2301,17.42,15.62
2302,13.95,9.88
2303,8.83,8.36
2304,8.73,12.44
2305,7.57,9.19
2306,6.47,4.96
2307,10.49,6.16
2308,11.76,12.36
2309,5.72,1.60
2310,12.09,7.54
2311,15.89,7.78
2312,15.40,12.14
2313,7.88,6.38
2314,8.01,5.73
2315,9.10,6.82
2316,11.02,4.80
2317,7.12,5.96
2318,7.78,3.84
2319,8.65,11.14
2320,9.14,7.47
2321,17.08,9.25
2322,11.79,7.19
2323,14.92,11.18
2324,11.50,6.49
2325,13.47,5.97
2326,9.27,3.96
2327,11.06,9.83
2328,11.80,9.40
2329,12.84,8.21
2330,9.77,10.16
2331,12.11,3.97
2332,14.15,4.73
2333,8.81,5.37
2334,9.57,5.34
2335,11.75,9.33
2336,12.13,5.04
2337,12.49,12.59
2338,8.43,6.04
2339,10.64,5.47
2340,6.54,6.04
2341,10.44,2.43
2342,8.99,5.89
2343,12.79,6.56
2344,8.42,6.00
2345,9.89,10.79
2346,10.47,5.42
2347,7.98,4.74
2348,6.31,5.73
2349,9.72,5.70
2350,8.40,6.16
2351,9.17,7.24
2352,14.95,9.66
2353,7.57,5.00
2354,9.11,8.27
2355,12.55,8.28
2356,12.20,9.81
2357,9.70,12.55
2358,9.76,5.35
2359,10.23,5.42
2360,15.64,6.83
2361,8.16,6.42
2362,14.17,7.38
2363,9.24,7.41
2364,9.20,7.37
2365,16.03,5.75
2366,10.41,9.74
2367,12.82,12.19
2368,14.81,11.26
2369,10.72,11.99
2370,7.63,4.89
2371,6.19,4.71
2372,13.90,6.96
2373,6.85,8.66
2374,12.06,5.99
2375,8.24,2.81
2376,10.86,11.93
2377,7.82,5.79
2378,10.60,9.97
2379,5.38,3.56
2380,12.98,12.93
2381,7.88,4.27
2382,11.21,8.75
2383,12.01,12.85
2384,12.55,13.06
2385,12.15,12.53
2386,7.28,15.66
2387,8.72,8.24
2388,13.35,12.50
2389,15.47,12.36
2390,6.97,4.53
2391,10.87,6.70
2392,8.97,12.26
2393,14.72,10.68
2394,8.18,12.00
2395,13.86,10.89
2396,7.83,6.31
2397,8.64,12.53
2398,7.21,5.86
2399,12.23,10.99
2400,8.94,11.83
2401,8.18,4.63
2402,10.66,11.52
2403,9.23,9.16
2404,5.00,3.59
2405,28.62,12.07
2406,11.70,11.57
2407,13.67,18.08
2408,7.23,3.79
2409,7.06,2.67
2410,8.20,4.81
2411,15.32,11.25
2412,9.76,11.15
2413,7.96,12.71
2414,8.93,4.67
2415,20.16,11.57
2416,13.80,10.92
2417,11.81,11.66
2418,15.15,12.22
2419,14.26,9.97
2420,13.41,13.85
2421,15.12,16.45
2422,6.80,8.88
2423,7.71,12.14
2424,11.75,7.61
2425,8.74,4.49
2426,8.51,5.82
2427,8.42,3.59
2428,10.03,11.36
2429,31.02,14.67
2430,9.53,12.40
2431,18.22,15.62
2432,3.34,1.13
2433,7.79,6.47
2434,9.44,4.45
2435,10.44,13.03
2436,12.67,11.33
2437,15.22,13.79
2438,7.73,2.67
2439,15.08,13.42
2440,11.90,8.51
2441,9.87,16.71
2442,16.20,11.80
2443,11.79,11.35
2444,11.94,10.61
2445,15.88,9.51
2446,11.66,18.62
2447,5.22,2.06
2448,8.76,8.31
2449,10.05,10.01
2450,11.42,8.42
2451,14.96,12.99
2452,9.20,12.98
2453,12.28,9.11
2454,9.93,11.91
2455,16.12,11.46
2456,6.35,11.37
2457,12.29,10.40
2458,8.44,3.99
2459,7.65,4.01
2460,7.85,6.41
2461,14.39,10.76
2462,23.44,13.43
2463,15.37,9.70
2464,14.62,12.06
2465,12.18,10.33
2466,12.06,11.81
2467,6.27,4.04
2468,13.43,10.88
2469,9.46,4.40
2470,17.06,9.98
2471,3.60,1.22
2472,24.48,10.54
2473,9.68,10.50
2474,12.06,10.37
2475,17.72,13.30
2476,5.01,3.67
2477,7.87,3.23
2478,11.59,13.36
2479,10.93,14.47
2480,11.99,6.11
2481,9.17,9.30
2482,7.45,9.64
2483,10.28,8.78
2484,13.15,6.78
2485,11.40,12.36
2486,9.53,9.33
2487,13.87,12.65
2488,12.35,11.70
2489,11.71,6.95
2490,9.48,7.06
2491,9.00,7.60
2492,12.58,9.32
2493,15.31,9.45
2494,6.57,6.05
2495,10.43,6.50
2496,8.32,3.35
2497,21.46,10.12
2498,10.77,10.65
2499,12.93,7.33
2500,13.37,12.72
2501,6.79,4.37
2502,9.89,6.89
2503,10.15,6.54
2504,8.76,6.14
2505,9.56,6.55
2506,8.60,6.47
2507,7.60,8.29
2508,10.71,6.82
2509,9.01,7.87
2510,15.97,12.44
2511,6.11,3.11
2512,10.49,11.61
2513,12.78,7.24
2514,5.55,4.31
2515,12.54,12.69
2516,19.44,11.92
2517,10.55,7.86
2518,17.03,6.55
2519,10.79,6.70
2520,11.02,7.43
2521,7.79,10.83
2522,11.61,13.49
2523,9.91,11.15
2524,13.72,6.70
2525,12.82,7.32
2526,10.59,5.71
2527,12.72,7.58
2528,9.07,3.20
2529,8.20,12.93
2530,17.73,9.65
2531,12.95,11.69
2532,15.84,10.04
2533,24.42,12.63
2534,12.85,8.66
2535,11.46,12.31
2536,6.24,7.92
2537,10.84,11.81
2538,10.72,6.53
2539,9.87,8.10
2540,10.77,11.10
2541,8.61,12.78
2542,5.90,3.97
2543,12.11,5.15
2544,9.94,11.84
2545,15.60,10.28
2546,10.00,8.11
2547,11.42,12.07
2548,9.22,5.44
2549,9.78,11.73
2550,5.51,6.57
2551,9.45,13.00
2552,8.44,11.60
2553,17.26,10.28
2554,12.07,14.25
2555,9.29,4.82
2556,5.20,4.46
2557,10.67,7.46
2558,8.07,5.52
2559,13.98,8.95
2560,6.09,5.72
2561,9.92,5.95
2562,21.74,12.80
2563,19.02,11.89
2564,12.28,16.16
2565,8.03,4.31
2566,9.76,10.89
2567,8.37,12.53
2568,9.76,13.03
2569,11.54,6.18
2570,16.59,10.31
2571,15.11,18.35
2572,6.92,6.31
2573,9.98,7.11
2574,11.60,11.01
2575,8.96,11.21
2576,10.65,11.67
2577,10.95,8.76
2578,9.96,9.56
2579,11.48,7.71
2580,11.75,12.32
2581,9.38,13.26
2582,10.60,15.19
2583,12.63,10.65
2584,10.13,10.54
2585,17.70,17.76
2586,19.01,17.57
2587,12.92,6.44
2588,15.92,20.36
2589,12.79,17.11
2590,9.77,6.54
2591,7.48,4.52
2592,10.22,9.81
2593,10.15,11.39
2594,15.84,8.04
2595,7.23,8.84
2596,10.68,12.24
2597,13.34,15.69
2598,10.82,15.93
2599,19.61,14.95
2600,18.18,18.04
2601,6.36,5.26
2602,16.80,17.82
2603,9.62,11.78
2604,8.57,11.70
2605,10.32,19.50
2606,14.68,20.21
2607,21.02,13.08
2608,7.33,3.51
2609,13.46,10.88
2610,10.14,10.64
2611,19.56,11.12
2612,13.70,19.18
2613,14.88,18.73
2614,9.67,9.28
2615,21.80,18.30
2616,10.14,10.85
2617,9.73,8.42
2618,11.60,6.21
2619,6.67,4.84
2620,8.55,7.50
2621,8.72,8.03
2622,21.15,14.05
2623,13.61,13.98
2624,15.70,11.52
2625,9.66,5.64
2626,13.50,11.79
2627,19.42,5.82
