episode,rewards,actor_loss,critic_loss
690,-15.43,-0.0002,0.0000
691,-30.28,-0.0005,0.0003
692,166.47,0.0009,0.4047
693,-78.88,0.0000,1.0031
694,7.13,-0.0002,0.8790
695,-45.19,-0.0015,0.5994
696,-113.66,-0.0069,0.5966
697,-51.56,-0.0011,0.5472
698,196.09,0.0409,0.8968
699,-15.69,-0.0028,0.0000
700,-95.28,-0.0034,0.0000
701,-68.21,-0.0354,0.4872
702,-92.90,0.0013,0.0000
703,-27.81,0.0000,0.9034
704,213.59,0.0088,0.8257
705,-15.67,0.0000,1.4498
706,-82.36,-1.5677,0.5645
707,-31.28,0.0000,1.1324
708,-93.24,-0.0002,0.3966
709,-126.27,-0.1607,0.3236
710,-149.50,-0.4731,0.2593
711,242.56,0.0514,0.9312
712,242.23,0.0000,0.6567
713,249.04,0.0678,0.4911
714,147.60,0.0281,0.4025
715,284.01,0.0003,0.2581
716,-54.16,-0.1086,0.6883
717,-77.48,0.0009,0.0000
718,43.39,-0.0003,0.0000
719,211.03,0.0000,0.2628
720,-76.31,-0.1689,0.4152
721,-45.98,0.0000,0.5066
722,179.83,0.0268,0.6666
723,-88.88,0.0000,1.5122
724,164.13,0.0010,0.6452
725,-0.53,-0.0016,0.0001
726,-28.08,-0.0000,0.0011
727,-138.41,0.0000,1.8656
728,-82.29,-0.0107,0.4397
729,221.99,0.0088,0.9613
730,-15.20,-0.0000,1.8949
731,-61.96,0.0000,1.4070
732,3.32,0.0000,1.4741
733,-73.97,0.0000,0.9757
734,224.15,0.0260,0.8304
735,-35.50,0.0000,1.2148
736,-60.60,0.0000,0.8756
737,218.78,0.0052,0.9186
738,188.22,0.0030,0.7439
739,218.14,0.0262,0.7067
740,188.04,0.0487,0.6617
741,-48.10,0.0006,0.0000
742,-82.34,-0.0074,0.4726
743,214.19,0.0008,0.4268
744,-23.23,0.0001,0.0000
745,-22.06,0.0000,1.6376
746,216.30,0.0008,0.3893
747,217.20,0.0005,0.2753
748,-59.87,0.0000,1.2974
749,221.37,0.0096,0.3279
750,235.60,0.0653,0.6386
751,220.47,0.0003,0.1895
752,-21.48,0.0000,2.5911
753,-1.01,0.0000,1.5363
754,226.97,0.0004,0.3233
755,212.76,0.0127,0.4922
756,244.29,0.0070,0.2656
757,265.35,0.0047,0.1953
758,30.58,-0.8954,2.5659
759,-23.53,0.0000,2.0675
760,245.56,0.0606,0.5274
761,-6.54,-0.0018,0.9217
762,251.36,0.0335,0.4138
763,238.68,0.0081,0.3218
764,0.90,0.0000,2.7237
765,10.73,0.0000,2.1908
766,-20.40,0.0000,1.0211
767,-3.16,0.0000,1.2080
768,224.78,0.0319,0.6457
769,-44.62,0.0000,0.9587
770,218.09,0.0000,0.6259
771,-2.09,0.0000,0.7127
772,225.66,0.0073,0.5689
773,-31.37,0.0000,0.9268
774,218.24,0.0137,0.5532
775,291.22,0.0017,0.4154
776,225.37,0.0055,0.7227
777,-21.40,0.0000,0.5401
778,-9.87,-0.0012,0.0004
779,205.29,0.0053,0.4410
780,179.80,-0.0000,0.4188
781,248.63,0.0035,0.4830
782,203.97,0.0000,0.4483
783,-129.57,0.0000,1.8563
784,170.15,0.0476,0.5697
785,-25.36,0.0000,0.5148
786,257.26,0.0005,0.4001
787,21.88,-0.0002,0.0000
788,247.96,0.0003,0.3895
789,225.65,0.0001,0.1933
790,254.82,0.0135,0.1835
791,246.33,0.0070,0.0817
792,250.02,0.0004,0.0445
793,234.69,0.0006,0.1771
794,253.40,0.0304,0.2505
795,-7.36,0.0000,2.5115
796,254.39,0.0000,0.1390
797,259.04,0.0000,0.1016
798,225.89,0.0000,0.0909
799,215.61,0.0033,0.0851
