episode,rewards,actor_loss,critic_loss
254,170.00,-0.1368,0.2507
255,100.00,-0.0471,0.1994
256,74.00,-0.0516,0.1770
257,134.00,-0.7199,0.2065
258,182.00,-0.0562,0.2003
259,155.00,-0.4827,0.2258
260,188.00,-0.2669,0.2366
261,43.00,-0.0193,0.2323
262,155.00,-0.2543,0.2224
263,223.00,-0.3981,0.2380
264,119.00,-0.0163,0.2824
265,320.00,-0.4910,0.2770
266,305.00,-0.0595,0.3899
267,183.00,-0.0883,0.6423
268,95.00,-0.0975,0.3687
269,206.00,-0.1670,0.6526
270,199.00,-0.1135,0.5943
271,127.00,-0.2049,0.5092
272,148.00,-1.1052,0.5091
273,147.00,-0.0496,0.4576
274,130.00,-0.0577,0.4330
275,105.00,-0.1953,0.3946
276,122.00,-0.1057,0.3629
277,110.00,-0.0883,0.3301
278,67.00,-0.0104,0.2977
279,96.00,-0.2901,0.2881
280,60.00,-0.0718,0.3440
281,84.00,-0.1090,0.2373
282,19.00,-0.0614,0.3020
283,57.00,-0.0448,0.2800
284,24.00,-0.0643,0.2773
285,37.00,-0.0307,0.2225
286,83.00,-0.2244,0.2140
287,76.00,-0.0992,0.1595
288,137.00,-0.0181,0.1523
289,134.00,-0.2855,0.1939
290,112.00,-0.2853,0.1798
291,104.00,-0.0147,0.1477
292,134.00,-0.4406,0.1862
293,171.00,-0.0497,0.1786
294,139.00,-0.0612,0.1937
295,190.00,-0.0655,0.2227
296,165.00,-0.2136,0.2302
297,132.00,-0.0674,0.2331
298,119.00,-0.0050,0.1804
299,31.00,-0.0350,0.3202
300,136.00,-0.0364,0.1829
301,161.00,-0.0280,0.1894
302,175.00,-0.5713,0.2412
303,158.00,-0.2614,0.2552
304,156.00,-0.1416,0.2679
305,129.00,-0.1531,0.2332
306,144.00,-0.0432,0.2174
307,30.00,-0.0390,0.3457
308,136.00,-0.2763,0.3536
309,119.00,-0.0464,0.2102
310,119.00,-0.9937,0.1652
311,213.00,-0.6552,0.2340
312,198.00,-0.1444,0.2734
313,193.00,-0.1465,0.3673
314,245.00,-0.2848,0.3137
315,330.00,-0.0563,0.3576
316,195.00,-0.2421,0.5084
317,123.00,-0.0403,0.3941
318,148.00,-0.0584,0.3700
319,121.00,-0.0674,0.3637
